model,task,precision,perturbation_mode,layer,h,A_uniform,p_active,V_norm,V_align,p_clip,jump_mean,jump_median,jump_zero_frac,jump_one_frac,jump_ge2_frac,relative_disp_layer
roberta-large,sst-5,int4,dense,roberta.encoder.layer.2.attention.self.query.weight,3e-05,133.688825021547,0.001964546783625731,9.93847473051059,0.07509680841365739,0.04111842105263158,0.001964546783625731,0.0,0.9980354532163743,0.001964546783625731,0.0,0.008797045273915048
roberta-large,sst-5,int4,dense,roberta.encoder.layer.2.attention.self.key.weight,3e-05,360.2252153599099,0.0051626461988304095,18.818544216378708,0.08713772279924924,0.017543859649122806,0.0051626461988304095,0.0,0.9948373538011696,0.0051626461988304095,0.0,0.016483242045914864
roberta-large,sst-5,int4,dense,roberta.encoder.layer.2.attention.self.value.weight,3e-05,113.99432673209287,0.006784539473684211,10.589299190003345,0.09437570209159586,0.024853801169590642,0.006784539473684211,0.0,0.9932154605263158,0.006784539473684211,0.0,0.016092748498456207
roberta-large,sst-5,int4,dense,roberta.encoder.layer.2.attention.output.dense.weight,3e-05,95.60882730434086,0.006350511695906433,9.76438896796514,0.08325824882639213,0.026475694444444444,0.006350511695906433,0.0,0.9936494883040936,0.006350511695906433,0.0,0.01533215929180559
roberta-large,sst-5,int4,dense,roberta.encoder.layer.2.intermediate.dense.weight,3e-05,21.190074265866226,0.00027412280701754384,1.8694828739452811,0.07564628842406142,0.03508771929824561,0.00027412280701754384,0.0,0.9997258771929824,0.00027412280701754384,0.0,0.003458026754589718
roberta-large,sst-5,int4,dense,roberta.encoder.layer.2.output.dense.weight,3e-05,53.93161758490143,0.0005482456140350877,4.278236217397544,0.07214277143652835,0.03070175438596491,0.0005482456140350877,0.0,0.9994517543859649,0.0005482456140350877,0.0,0.0066236107959365105
roberta-large,sst-5,int4,dense,roberta.encoder.layer.3.attention.self.query.weight,3e-05,133.6827125107692,0.002444261695906433,10.397147117863545,0.06542975705645618,0.03070175438596491,0.002444261695906433,0.0,0.9975557383040936,0.002444261695906433,0.0,0.010947423397024984
roberta-large,sst-5,int4,dense,roberta.encoder.layer.3.attention.self.key.weight,3e-05,230.10317954958293,0.003883406432748538,15.034579090487574,0.07102991687814099,0.024853801169590642,0.003883406432748538,0.0,0.9961165935672515,0.003883406432748538,0.0,0.014524608377991894
roberta-large,sst-5,int4,dense,roberta.encoder.layer.3.attention.self.value.weight,3e-05,155.42065018587627,0.00436312134502924,12.033538853042977,0.0820171030613438,0.03579586988304093,0.00436312134502924,0.0,0.9956368786549707,0.00436312134502924,0.0,0.015275385002539797
roberta-large,sst-5,int4,dense,roberta.encoder.layer.3.attention.output.dense.weight,3e-05,100.08187677583447,0.00470577485380117,9.931384223306246,0.08017560769222039,0.03070175438596491,0.00470577485380117,0.0,0.9952942251461988,0.00470577485380117,0.0,0.014863033786012173
roberta-large,sst-5,int4,dense,roberta.encoder.layer.3.intermediate.dense.weight,3e-05,23.550256608377023,0.00027412280701754384,1.7672963977606857,0.09412980311493749,0.02631578947368421,0.00027412280701754384,0.0,0.9997258771929824,0.00027412280701754384,0.0,0.004025902304632363
roberta-large,sst-5,int4,dense,roberta.encoder.layer.3.output.dense.weight,3e-05,70.08447225294366,0.0008223684210526315,5.852430638975637,0.06367277190402683,0.023391812865497075,0.0008223684210526315,0.0,0.9991776315789473,0.0008223684210526315,0.0,0.00788991420993583
roberta-large,sst-5,int4,dense,roberta.encoder.layer.4.attention.self.query.weight,3e-05,268.6076114092831,0.003951937134502924,15.899545237063876,0.06712387488393175,0.03508771929824561,0.003951937134502924,0.0,0.9960480628654971,0.003951937134502924,0.0,0.014705392439536303
roberta-large,sst-5,int4,dense,roberta.encoder.layer.4.attention.self.key.weight,3e-05,227.10578663495133,0.004317434210526316,14.976493280336255,0.0664198681417753,0.021929824561403508,0.004317434210526316,0.0,0.9956825657894737,0.004317434210526316,0.0,0.01627979410934682
roberta-large,sst-5,int4,dense,roberta.encoder.layer.4.attention.self.value.weight,3e-05,297.2768396447222,0.007218567251461988,17.203185240277424,0.08697964976894151,0.03216374269005848,0.007218567251461988,0.0,0.992781432748538,0.007218567251461988,0.0,0.021528270840073888
roberta-large,sst-5,int4,dense,roberta.encoder.layer.4.attention.output.dense.weight,3e-05,34.19260315230913,0.0014391447368421052,5.685978392473222,0.032863873925796254,0.014619883040935672,0.0014391447368421052,0.0,0.9985608552631579,0.0014391447368421052,0.0,0.008462251379902017
roberta-large,sst-5,int4,dense,roberta.encoder.layer.4.intermediate.dense.weight,3e-05,171.59246263860203,0.0023757309941520467,12.596288666728844,0.060521748454533675,0.038011695906432746,0.0023757309941520467,0.0,0.997624269005848,0.0023757309941520467,0.0,0.010824603956401854
roberta-large,sst-5,int4,dense,roberta.encoder.layer.4.output.dense.weight,3e-05,453.40104356443,0.005870796783625731,20.99466864147553,0.09237673405970531,0.033625730994152045,0.005870796783625731,0.0,0.9941292032163743,0.005870796783625731,0.0,0.020975284301327876
roberta-large,sst-5,int4,dense,roberta.encoder.layer.5.attention.self.query.weight,3e-05,207.56824384118445,0.00333516081871345,14.260211744107576,0.06313736144391661,0.021929824561403508,0.00333516081871345,0.0,0.9966648391812866,0.00333516081871345,0.0,0.013947426318694679
roberta-large,sst-5,int4,dense,roberta.encoder.layer.5.attention.self.key.weight,3e-05,171.92172296344788,0.003198099415204678,12.893152227449626,0.06157751276940225,0.019005847953216373,0.003198099415204678,0.0,0.9968019005847953,0.003198099415204678,0.0,0.014222978702042761
roberta-large,sst-5,int4,dense,roberta.encoder.layer.5.attention.self.value.weight,3e-05,135.10581196317165,0.004043311403508772,11.223149738469441,0.07996329065257078,0.024853801169590642,0.004043311403508772,0.0,0.9959566885964912,0.004043311403508772,0.0,0.013549515338975884
roberta-large,sst-5,int4,dense,roberta.encoder.layer.5.attention.output.dense.weight,3e-05,130.62739508530365,0.004637244152046784,10.939216988646807,0.08702922676374743,0.024853801169590642,0.004637244152046784,0.0,0.9953627558479532,0.004637244152046784,0.0,0.016172648676842354
roberta-large,sst-5,int4,dense,roberta.encoder.layer.5.intermediate.dense.weight,3e-05,310.1333360089259,0.0026955409356725145,16.832356410446668,0.06287960856518503,0.03216374269005848,0.0026955409356725145,0.0,0.9973044590643275,0.0026955409356725145,0.0,0.014502956580511294
roberta-large,sst-5,int4,dense,roberta.encoder.layer.5.output.dense.weight,3e-05,80.69399644824456,0.0011878654970760233,7.1494029037329145,0.05398149061691391,0.024853801169590642,0.0011878654970760233,0.0,0.9988121345029239,0.0011878654970760233,0.0,0.009137454349677658
roberta-large,sst-5,int4,dense,roberta.encoder.layer.6.attention.self.query.weight,3e-05,632.1682921439453,0.004888523391812866,25.004896540732908,0.0671092333757062,0.01608187134502924,0.004888523391812866,0.0,0.9951114766081871,0.004888523391812866,0.0,0.023764814575599993
roberta-large,sst-5,int4,dense,roberta.encoder.layer.6.attention.self.key.weight,3e-05,131.71444662752296,0.002215826023391813,10.987349488688825,0.055846541575843005,0.023391812865497075,0.002215826023391813,0.0,0.9977841739766082,0.002215826023391813,0.0,0.011538618289875109
roberta-large,sst-5,int4,dense,roberta.encoder.layer.6.attention.self.value.weight,3e-05,476.0864026028735,0.007858187134502924,21.76826017590985,0.10698034623429872,0.03702942251461988,0.007858187134502924,0.0,0.9921418128654971,0.007858187134502924,0.0,0.023933821518983253
roberta-large,sst-5,int4,dense,roberta.encoder.layer.6.attention.output.dense.weight,3e-05,113.72629973544308,0.003746345029239766,10.334683686372754,0.08279159329683672,0.023391812865497075,0.003746345029239766,0.0,0.9962536549707602,0.003746345029239766,0.0,0.014497190779215855
roberta-large,sst-5,int4,dense,roberta.encoder.layer.6.intermediate.dense.weight,3e-05,201.78464062481777,0.0027412280701754384,13.892815358288763,0.05100290236664363,0.019005847953216373,0.0027412280701754384,0.0,0.9972587719298246,0.0027412280701754384,0.0,0.013597291086349468
roberta-large,sst-5,int4,dense,roberta.encoder.layer.6.output.dense.weight,3e-05,232.08792287414215,0.00390625,14.986739201950323,0.0679729565373995,0.019005847953216373,0.00390625,0.0,0.99609375,0.00390625,0.0,0.01632944549451533
roberta-large,sst-5,int4,dense,roberta.encoder.layer.7.attention.self.query.weight,3e-05,237.44711349563087,0.004568713450292397,15.138331832945065,0.07739642857430412,0.021929824561403508,0.004568713450292397,0.0,0.9954312865497076,0.004568713450292397,0.0,0.013462400221168062
roberta-large,sst-5,int4,dense,roberta.encoder.layer.7.attention.self.key.weight,3e-05,35.385763816646204,0.0005254020467836257,3.464832156851746,0.06518288403434168,0.023391812865497075,0.0005254020467836257,0.0,0.9994745979532164,0.0005254020467836257,0.0,0.005698049470928517
roberta-large,sst-5,int4,dense,roberta.encoder.layer.7.attention.self.value.weight,3e-05,214.59623715396586,0.0042945906432748536,14.32121880231616,0.08293107269797984,0.017543859649122806,0.0042945906432748536,0.0,0.9957054093567251,0.0042945906432748536,0.0,0.016742919671579187
roberta-large,sst-5,int4,dense,roberta.encoder.layer.7.attention.output.dense.weight,3e-05,127.07829823727339,0.003198099415204678,11.112000723167336,0.06954039780621378,0.021929824561403508,0.003198099415204678,0.0,0.9968019005847953,0.003198099415204678,0.0,0.012913347944173436
roberta-large,sst-5,int4,dense,roberta.encoder.layer.7.intermediate.dense.weight,3e-05,224.9913598767438,0.0033580043859649123,14.774402925660835,0.058845690506857534,0.024853801169590642,0.0033580043859649123,0.0,0.9966419956140351,0.0033580043859649123,0.0,0.01377290404354809
roberta-large,sst-5,int4,dense,roberta.encoder.layer.7.output.dense.weight,3e-05,149.8730041617073,0.001987390350877193,11.488663540015727,0.06262109804190158,0.024853801169590642,0.001987390350877193,0.0,0.9980126096491229,0.001987390350877193,0.0,0.013921823233400181
roberta-large,sst-5,int4,dense,roberta.encoder.layer.8.attention.self.query.weight,3e-05,456.0283174474301,0.005642361111111111,21.27521894748239,0.08190933499861398,0.024853801169590642,0.005642361111111111,0.0,0.9943576388888888,0.005642361111111111,0.0,0.0185827909991901
roberta-large,sst-5,int4,dense,roberta.encoder.layer.8.attention.self.key.weight,3e-05,143.8222012875952,0.002489948830409357,11.483159758867279,0.06657093907201568,0.029239766081871343,0.002489948830409357,0.0,0.9975100511695907,0.002489948830409357,0.0,0.010800893145142898
roberta-large,sst-5,int4,dense,roberta.encoder.layer.8.attention.self.value.weight,3e-05,89.73255645531367,0.0021472953216374268,8.588735831898685,0.07706234689770772,0.019005847953216373,0.0021472953216374268,0.0,0.9978527046783626,0.0021472953216374268,0.0,0.012359275355372698
roberta-large,sst-5,int4,dense,roberta.encoder.layer.8.attention.output.dense.weight,3e-05,105.03462755555402,0.004226059941520468,10.15162940845907,0.065205472689379,0.0278234649122807,0.004226059941520468,0.0,0.9957739400584795,0.004226059941520468,0.0,0.015468373550769736
roberta-large,sst-5,int4,dense,roberta.encoder.layer.8.intermediate.dense.weight,3e-05,592.1623410618487,0.0069901315789473685,24.24625571620766,0.0881042836540499,0.021929824561403508,0.0069901315789473685,0.0,0.9930098684210527,0.0069901315789473685,0.0,0.021995932679054614
roberta-large,sst-5,int4,dense,roberta.encoder.layer.8.output.dense.weight,3e-05,113.25077784809258,0.0028097587719298246,10.419734794558012,0.0634378653231606,0.011695906432748537,0.0028097587719298246,0.0,0.9971902412280702,0.0028097587719298246,0.0,0.010840621196194533
roberta-large,sst-5,int4,dense,roberta.encoder.layer.9.attention.self.query.weight,3e-05,86.48844841517062,0.0014619883040935672,8.410368551100323,0.0452040022553134,0.023391812865497075,0.0014619883040935672,0.0,0.9985380116959064,0.0014619883040935672,0.0,0.008333448868210561
roberta-large,sst-5,int4,dense,roberta.encoder.layer.9.attention.self.key.weight,3e-05,204.04759678299556,0.0029011330409356726,13.599997316337737,0.073751145914731,0.03070175438596491,0.0029011330409356726,0.0,0.9970988669590644,0.0029011330409356726,0.0,0.012897813165103564
roberta-large,sst-5,int4,dense,roberta.encoder.layer.9.attention.self.value.weight,3e-05,169.35673623168378,0.003860562865497076,12.607318744592334,0.07597894323271416,0.03654970760233918,0.003860562865497076,0.0,0.9961394371345029,0.003860562865497076,0.0,0.015060018007942306
roberta-large,sst-5,int4,dense,roberta.encoder.layer.9.attention.output.dense.weight,3e-05,90.56932288727798,0.003586440058479532,9.141714123959742,0.0789894346128996,0.03654970760233918,0.003586440058479532,0.0,0.9964135599415205,0.003586440058479532,0.0,0.011478810143993545
roberta-large,sst-5,int4,dense,roberta.encoder.layer.9.intermediate.dense.weight,3e-05,104.6997810533579,0.001621893274853801,8.361983477204594,0.07497373947944032,0.02791483918128655,0.001621893274853801,0.0,0.9983781067251462,0.001621893274853801,0.0,0.009222515881196585
roberta-large,sst-5,int4,dense,roberta.encoder.layer.9.output.dense.weight,3e-05,308.9351030665897,0.006007858187134503,17.504740748129606,0.0794543694907808,0.021929824561403508,0.006007858187134503,0.0,0.9939921418128655,0.006007858187134503,0.0,0.02173939200301454
roberta-large,sst-5,int4,dense,roberta.encoder.layer.10.attention.self.query.weight,3e-05,264.1360429275922,0.0023757309941520467,15.33347495030092,0.061281458763972896,0.027777777777777776,0.0023757309941520467,0.0,0.997624269005848,0.0023757309941520467,0.0,0.013244944422163774
roberta-large,sst-5,int4,dense,roberta.encoder.layer.10.attention.self.key.weight,3e-05,130.9578981376221,0.0011878654970760233,9.12175100630855,0.054076912330902976,0.019005847953216373,0.0011878654970760233,0.0,0.9988121345029239,0.0011878654970760233,0.0,0.009785687564320855
roberta-large,sst-5,int4,dense,roberta.encoder.layer.10.attention.self.value.weight,3e-05,90.04418244227934,0.003517909356725146,9.163560675817356,0.060136502667786806,0.019005847953216373,0.003517909356725146,0.0,0.9964820906432749,0.003517909356725146,0.0,0.011646936832827224
roberta-large,sst-5,int4,dense,roberta.encoder.layer.10.attention.output.dense.weight,3e-05,80.57499860423569,0.0027640716374269006,8.3240026980956,0.0807427714562681,0.023391812865497075,0.0027640716374269006,0.0,0.9972359283625731,0.0027640716374269006,0.0,0.013094653852107256
roberta-large,sst-5,int4,dense,roberta.encoder.layer.10.intermediate.dense.weight,3e-05,356.67552430130064,0.005231176900584796,18.779891681664953,0.070398239311219,0.019005847953216373,0.005231176900584796,0.0,0.9947688230994152,0.005231176900584796,0.0,0.01860675529605962
roberta-large,sst-5,int4,dense,roberta.encoder.layer.10.output.dense.weight,3e-05,81.45212949239782,0.0029011330409356726,8.616261103957457,0.06745052477790968,0.03070175438596491,0.0029011330409356726,0.0,0.9970988669590644,0.0029011330409356726,0.0,0.011156618962198418
roberta-large,sst-5,int4,dense,roberta.encoder.layer.11.attention.self.query.weight,3e-05,184.56314191223723,0.001804641812865497,11.274086331843739,0.07233623356331359,0.021929824561403508,0.001804641812865497,0.0,0.9981953581871345,0.001804641812865497,0.0,0.011574832741825936
roberta-large,sst-5,int4,dense,roberta.encoder.layer.11.attention.self.key.weight,3e-05,261.01183459423055,0.0029239766081871343,15.91545939748793,0.06339477121040657,0.027777777777777776,0.0029239766081871343,0.0,0.9970760233918129,0.0029239766081871343,0.0,0.013970601439249072
roberta-large,sst-5,int4,dense,roberta.encoder.layer.11.attention.self.value.weight,3e-05,361.7385620873901,0.006830226608187134,18.831259118568244,0.10252407830775742,0.029239766081871343,0.006830226608187134,0.0,0.9931697733918129,0.006830226608187134,0.0,0.022563909581268016
roberta-large,sst-5,int4,dense,roberta.encoder.layer.11.attention.output.dense.weight,3e-05,93.791681933572,0.0031752558479532164,8.968888853006078,0.08866412061710414,0.024853801169590642,0.0031752558479532164,0.0,0.9968247441520468,0.0031752558479532164,0.0,0.014507292051456278
roberta-large,sst-5,int4,dense,roberta.encoder.layer.11.intermediate.dense.weight,3e-05,113.38191309931703,0.0012107090643274853,9.261086544278674,0.052112172407478646,0.02046783625730994,0.0012107090643274853,0.0,0.9987892909356725,0.0012107090643274853,0.0,0.011065552702308462
roberta-large,sst-5,int4,dense,roberta.encoder.layer.11.output.dense.weight,3e-05,63.74415180338443,0.001599049707602339,6.622133977961947,0.06875596116828626,0.019005847953216373,0.001599049707602339,0.0,0.9984009502923976,0.001599049707602339,0.0,0.00997966685877519
roberta-large,sst-5,int4,dense,roberta.encoder.layer.12.attention.self.query.weight,3e-05,59.874912259425635,0.0011421783625730994,6.721559476760242,0.03939804045087862,0.024853801169590642,0.0011421783625730994,0.0,0.9988578216374269,0.0011421783625730994,0.0,0.006762846260331459
roberta-large,sst-5,int4,dense,roberta.encoder.layer.12.attention.self.key.weight,3e-05,129.60992439608205,0.0009365862573099415,9.093593485525219,0.04830060781046773,0.029239766081871343,0.0009365862573099415,0.0,0.99906341374269,0.0009365862573099415,0.0,0.010143204610298143
roberta-large,sst-5,int4,dense,roberta.encoder.layer.12.attention.self.value.weight,3e-05,88.79444574898969,0.0026955409356725145,8.87689311553972,0.0633944782996995,0.027777777777777776,0.0026955409356725145,0.0,0.9973044590643275,0.0026955409356725145,0.0,0.010311413228680181
roberta-large,sst-5,int4,dense,roberta.encoder.layer.12.attention.output.dense.weight,3e-05,175.8013254876436,0.005208333333333333,12.886511913168363,0.08450016783728136,0.03070175438596491,0.005208333333333333,0.0,0.9947916666666666,0.005208333333333333,0.0,0.018654478921581678
roberta-large,sst-5,int4,dense,roberta.encoder.layer.12.intermediate.dense.weight,3e-05,96.25550514798762,0.001736111111111111,8.859766564925486,0.05026073233026552,0.02046783625730994,0.001736111111111111,0.0,0.9982638888888888,0.001736111111111111,0.0,0.009998738407667934
roberta-large,sst-5,int4,dense,roberta.encoder.layer.12.output.dense.weight,3e-05,131.16279483208243,0.001896016081871345,11.013930609115327,0.04979853206361807,0.02046783625730994,0.001896016081871345,0.0,0.9981039839181286,0.001896016081871345,0.0,0.014407082477649482
roberta-large,sst-5,int4,dense,roberta.encoder.layer.13.attention.self.query.weight,3e-05,156.61746453534082,0.0024214181286549706,11.307334559639218,0.08154710826754198,0.02631578947368421,0.0024214181286549706,0.0,0.9975785818713451,0.0024214181286549706,0.0,0.011033676353128973
roberta-large,sst-5,int4,dense,roberta.encoder.layer.13.attention.self.key.weight,3e-05,193.5280115071567,0.001827485380116959,13.541313815867294,0.043341426888249386,0.03216374269005848,0.001827485380116959,0.0,0.998172514619883,0.001827485380116959,0.0,0.011850206965353507
roberta-large,sst-5,int4,dense,roberta.encoder.layer.13.attention.self.value.weight,3e-05,230.9713976344132,0.0050484283625731,14.960335959428406,0.08506841555716628,0.027777777777777776,0.0050484283625731,0.0,0.9949515716374269,0.0050484283625731,0.0,0.016748178447302094
roberta-large,sst-5,int4,dense,roberta.encoder.layer.13.attention.output.dense.weight,3e-05,26.426671134300516,0.0006624634502923976,3.1358327061632445,0.07456502283886386,0.03070175438596491,0.0006624634502923976,0.0,0.9993375365497076,0.0006624634502923976,0.0,0.006836556112880677
roberta-large,sst-5,int4,dense,roberta.encoder.layer.13.intermediate.dense.weight,3e-05,94.08422620663299,0.0015076754385964911,8.167330984988066,0.06392338990460668,0.019005847953216373,0.0015076754385964911,0.0,0.9984923245614035,0.0015076754385964911,0.0,0.00950575380221111
roberta-large,sst-5,int4,dense,roberta.encoder.layer.13.output.dense.weight,3e-05,143.408447772804,0.003380847953216374,11.626715008453955,0.07663996392174434,0.021929824561403508,0.003380847953216374,0.0,0.9966191520467836,0.003380847953216374,0.0,0.014307560208068802
roberta-large,sst-5,int4,dense,roberta.encoder.layer.14.attention.self.query.weight,3e-05,295.9149984812536,0.004408808479532164,17.102592750672773,0.05901166333489415,0.03216374269005848,0.004408808479532164,0.0,0.9955911915204678,0.004408808479532164,0.0,0.014369832163192556
roberta-large,sst-5,int4,dense,roberta.encoder.layer.14.attention.self.key.weight,3e-05,5.002918454907377,6.853070175438596e-05,0.4394409609615939,0.10130049688345727,0.03070175438596491,6.853070175438596e-05,0.0,0.9999314692982456,6.853070175438596e-05,0.0,0.0017565361795696913
roberta-large,sst-5,int4,dense,roberta.encoder.layer.14.attention.self.value.weight,3e-05,63.820254507542366,0.001964546783625731,7.698143189431138,0.049858439167126345,0.02631578947368421,0.001964546783625731,0.0,0.9980354532163743,0.001964546783625731,0.0,0.008230745560865548
roberta-large,sst-5,int4,dense,roberta.encoder.layer.14.attention.output.dense.weight,3e-05,156.60223097735505,0.004660087719298245,12.317998686695432,0.09139500272241076,0.03654970760233918,0.004660087719298245,0.0,0.9953399122807017,0.004660087719298245,0.0,0.015517022247541876
roberta-large,sst-5,int4,dense,roberta.encoder.layer.14.intermediate.dense.weight,3e-05,272.8142625287547,0.003997624269005848,16.009523263603445,0.08320774782297718,0.024853801169590642,0.003997624269005848,0.0,0.9960023757309941,0.003997624269005848,0.0,0.016148939115392634
roberta-large,sst-5,int4,dense,roberta.encoder.layer.14.output.dense.weight,3e-05,244.42628656896738,0.0029239766081871343,15.096867391865988,0.0645204873950992,0.021929824561403508,0.0029239766081871343,0.0,0.9970760233918129,0.0029239766081871343,0.0,0.019022578286888196
roberta-large,sst-5,int4,dense,roberta.encoder.layer.15.attention.self.query.weight,3e-05,111.0403486337283,0.0013706140350877192,9.594541429942005,0.04845672113210859,0.03070175438596491,0.0013706140350877192,0.0,0.9986293859649122,0.0013706140350877192,0.0,0.008843620537897069
roberta-large,sst-5,int4,dense,roberta.encoder.layer.15.attention.self.key.weight,3e-05,361.35371636933183,0.003929093567251462,18.882251521262507,0.05881404685722391,0.01608187134502924,0.003929093567251462,0.0,0.9960709064327485,0.003929093567251462,0.0,0.018147042937407935
roberta-large,sst-5,int4,dense,roberta.encoder.layer.15.attention.self.value.weight,3e-05,87.66011339992836,0.002101608187134503,8.425012755318733,0.08141294196735,0.04239766081871345,0.002101608187134503,0.0,0.9978983918128655,0.002101608187134503,0.0,0.009831602166542398
roberta-large,sst-5,int4,dense,roberta.encoder.layer.15.attention.output.dense.weight,3e-05,93.16999929171659,0.002352887426900585,9.245151926986106,0.05861606772939876,0.03216374269005848,0.002352887426900585,0.0,0.9976471125730995,0.002352887426900585,0.0,0.012552086888792472
roberta-large,sst-5,int4,dense,roberta.encoder.layer.15.intermediate.dense.weight,3e-05,172.54213255291612,0.003243786549707602,12.633992058901736,0.0732004296565818,0.024853801169590642,0.003243786549707602,0.0,0.9967562134502924,0.003243786549707602,0.0,0.014737361654491405
roberta-large,sst-5,int4,dense,roberta.encoder.layer.15.output.dense.weight,3e-05,64.88700846935564,0.0022386695906432747,7.562833237806467,0.06144743927364474,0.02046783625730994,0.0022386695906432747,0.0,0.9977613304093568,0.0022386695906432747,0.0,0.010572285512475132
roberta-large,sst-5,int4,dense,roberta.encoder.layer.16.attention.self.query.weight,3e-05,141.5730943197248,0.0014163011695906432,10.293467469012725,0.049890627150967065,0.019005847953216373,0.0014163011695906432,0.0,0.9985836988304093,0.0014163011695906432,0.0,0.010495933118403956
roberta-large,sst-5,int4,dense,roberta.encoder.layer.16.attention.self.key.weight,3e-05,119.21702205331785,0.0014163011695906432,8.770246339304096,0.070876703254116,0.027777777777777776,0.0014163011695906432,0.0,0.9985836988304093,0.0014163011695906432,0.0,0.00957639612766943
roberta-large,sst-5,int4,dense,roberta.encoder.layer.16.attention.self.value.weight,3e-05,55.56600621350051,0.001667580409356725,6.63537887232707,0.05695539921609619,0.029239766081871343,0.001667580409356725,0.0,0.9983324195906432,0.001667580409356725,0.0,0.008095722933714683
roberta-large,sst-5,int4,dense,roberta.encoder.layer.16.attention.output.dense.weight,3e-05,123.7769078876521,0.00390625,10.833311169831122,0.07330179688969057,0.02046783625730994,0.00390625,0.0,0.99609375,0.00390625,0.0,0.015528312695316723
roberta-large,sst-5,int4,dense,roberta.encoder.layer.16.intermediate.dense.weight,3e-05,145.10694037990635,0.003586440058479532,11.834645758957427,0.06347465776573902,0.029239766081871343,0.003586440058479532,0.0,0.9964135599415205,0.003586440058479532,0.0,0.012518682489176461
roberta-large,sst-5,int4,dense,roberta.encoder.layer.16.output.dense.weight,3e-05,56.884565700087364,0.002101608187134503,6.998361625699859,0.060760758829930296,0.029239766081871343,0.002101608187134503,0.0,0.9978983918128655,0.002101608187134503,0.0,0.008580743712580904
roberta-large,sst-5,int4,dense,roberta.encoder.layer.17.attention.self.query.weight,3e-05,65.58481814726836,0.0009594298245614035,6.257469233702783,0.05243628626960391,0.023391812865497075,0.0009594298245614035,0.0,0.9990405701754386,0.0009594298245614035,0.0,0.007071149507582787
roberta-large,sst-5,int4,dense,roberta.encoder.layer.17.attention.self.key.weight,3e-05,284.3422656072616,0.003243786549707602,16.535447385169444,0.0658756091455955,0.024853801169590642,0.003243786549707602,0.0,0.9967562134502924,0.003243786549707602,0.0,0.015350242765266097
roberta-large,sst-5,int4,dense,roberta.encoder.layer.17.attention.self.value.weight,3e-05,37.73227990755191,0.0007081505847953216,4.226529228752009,0.05196360066122833,0.027777777777777776,0.0007081505847953216,0.0,0.9992918494152047,0.0007081505847953216,0.0,0.006761875207568088
roberta-large,sst-5,int4,dense,roberta.encoder.layer.17.attention.output.dense.weight,3e-05,249.30840001072204,0.006853070175438596,15.712730920149797,0.08716979679167432,0.03508771929824561,0.006853070175438596,0.0,0.9931469298245614,0.006853070175438596,0.0,0.020066265754396063
roberta-large,sst-5,int4,dense,roberta.encoder.layer.17.intermediate.dense.weight,3e-05,226.67518348623332,0.003997624269005848,14.774417110766885,0.08169673987255878,0.03070175438596491,0.003997624269005848,0.0,0.9960023757309941,0.003997624269005848,0.0,0.015738149096860193
roberta-large,sst-5,int4,dense,roberta.encoder.layer.17.output.dense.weight,3e-05,79.25946596588241,0.0027412280701754384,8.391769639746684,0.06395581955293633,0.021929824561403508,0.0027412280701754384,0.0,0.9972587719298246,0.0027412280701754384,0.0,0.011258544501382249
roberta-large,sst-5,int4,dense,roberta.encoder.layer.18.attention.self.query.weight,3e-05,55.1790522904664,0.0006396198830409356,4.4888842004862965,0.06547639644040347,0.021929824561403508,0.0006396198830409356,0.0,0.999360380116959,0.0006396198830409356,0.0,0.006189117867848314
roberta-large,sst-5,int4,dense,roberta.encoder.layer.18.attention.self.key.weight,3e-05,38.179981246701466,0.00041118421052631577,2.969027371001522,0.06822597613529252,0.025173611111111112,0.00041118421052631577,0.0,0.9995888157894737,0.00041118421052631577,0.0,0.005218057788019244
roberta-large,sst-5,int4,dense,roberta.encoder.layer.18.attention.self.value.weight,3e-05,259.24511070902685,0.0044773391812865495,15.66208514033574,0.08765082193244837,0.03216374269005848,0.0044773391812865495,0.0,0.9955226608187134,0.0044773391812865495,0.0,0.01783595727734494
roberta-large,sst-5,int4,dense,roberta.encoder.layer.18.attention.output.dense.weight,3e-05,124.67891383067268,0.003632127192982456,10.671371062258807,0.07344717018780035,0.03522478070175439,0.003632127192982456,0.0,0.9963678728070176,0.003632127192982456,0.0,0.014665710171208034
roberta-large,sst-5,int4,dense,roberta.encoder.layer.18.intermediate.dense.weight,3e-05,258.2049707709896,0.00424890350877193,15.769659708556388,0.07677439151674027,0.02631578947368421,0.00424890350877193,0.0,0.9957510964912281,0.00424890350877193,0.0,0.01657923006997663
roberta-large,sst-5,int4,dense,roberta.encoder.layer.18.output.dense.weight,3e-05,115.09967445548531,0.0023757309941520467,10.221570657986716,0.05385562919547034,0.02046783625730994,0.0023757309941520467,0.0,0.997624269005848,0.0023757309941520467,0.0,0.01476728132448149
roberta-large,sst-5,int4,dense,roberta.encoder.layer.19.attention.self.query.weight,3e-05,283.1594267058407,0.003426535087719298,16.581381932500047,0.06312592758181164,0.03070175438596491,0.003426535087719298,0.0,0.9965734649122807,0.003426535087719298,0.0,0.014777587774298013
roberta-large,sst-5,int4,dense,roberta.encoder.layer.19.attention.self.key.weight,3e-05,50.16402486705549,0.0005939327485380117,4.0199500085005635,0.0770760211375818,0.011695906432748537,0.0005939327485380117,0.0,0.999406067251462,0.0005939327485380117,0.0,0.0062178679201850325
