model,task,precision,perturbation_mode,layer,h,A_uniform,p_active,V_norm,V_align,p_clip,jump_mean,jump_median,jump_zero_frac,jump_one_frac,jump_ge2_frac,relative_disp_layer
roberta-large,sst-5,int8,dense,roberta.encoder.layer.1.intermediate.dense.weight,1e-07,23377.225447856952,0.0004565376186997809,119.66176655813271,0.039971432345085975,0.009495982468955442,0.0004565376186997809,0.0,0.9995434623813002,0.0004565376186997809,0.0,0.00038739452729061904
roberta-large,sst-5,int8,dense,roberta.encoder.layer.1.output.dense.weight,1e-07,1.0,0.0,0.0,nan,0.01168736303871439,0.0,0.0,1.0,0.0,0.0,0.0
roberta-large,sst-5,int8,dense,roberta.encoder.layer.2.attention.self.query.weight,1e-07,1.0,0.0,0.0,nan,0.01095690284879474,0.0,0.0,1.0,0.0,0.0,0.0
roberta-large,sst-5,int8,dense,roberta.encoder.layer.2.attention.self.key.weight,1e-07,1.0,0.0,0.0,nan,0.008765522279035792,0.0,0.0,1.0,0.0,0.0,0.0
roberta-large,sst-5,int8,dense,roberta.encoder.layer.2.attention.self.value.weight,1e-07,1.0,0.0,0.0,nan,0.004382761139517896,0.0,0.0,1.0,0.0,0.0,0.0
roberta-large,sst-5,int8,dense,roberta.encoder.layer.2.attention.output.dense.weight,1e-07,4244.688434602438,0.0007304601899196494,65.22977345796605,0.03603500428979961,0.008765522279035792,0.0007304601899196494,0.0,0.9992695398100804,0.0007304601899196494,0.0,0.0003729317457573609
roberta-large,sst-5,int8,dense,roberta.encoder.layer.2.intermediate.dense.weight,1e-07,34470.01656507327,0.0007304601899196494,185.74227085549603,0.02240078637265513,0.006574141709276844,0.0007304601899196494,0.0,0.9992695398100804,0.0007304601899196494,0.0,0.0004776058082462114
roberta-large,sst-5,int8,dense,roberta.encoder.layer.2.output.dense.weight,1e-07,1.0,0.0,0.0,nan,0.008035062089116142,0.0,0.0,1.0,0.0,0.0,0.0
roberta-large,sst-5,int8,dense,roberta.encoder.layer.3.attention.self.query.weight,1e-07,2359.363424993397,9.130752373995617e-05,17.284474767438606,0.053444841208577475,0.005843681519357195,9.130752373995617e-05,0.0,0.99990869247626,9.130752373995617e-05,0.0,0.00014996517699218624
roberta-large,sst-5,int8,dense,roberta.encoder.layer.3.attention.self.key.weight,1e-07,18384.978657994296,0.0007304601899196494,135.64505907910976,0.02146665461099851,0.010226442658875092,0.0007304601899196494,0.0,0.9992695398100804,0.0007304601899196494,0.0,0.00041532925990551923
