group,model,dataset,seed,data_seed,checkpoint,h,num_probe_dirs,mse,nmse,corr,bias,mae,median_abs_error,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error,fd_mean,fd_std,true_mean,true_std,truth_kind
A_seed,roberta-large,sst-5,16,16,initial_pretrained,1e-05,2,13.528565906752576,0.03075950540589861,1.0,2.730536186934734,2.730536186934734,2.730536186934734,0.7952940470565248,0.9664197430217955,0.5935433943806118,1.2598234087359092e-05,3.242492675781249,18.501281738281246,0.5119564888465149,20.96557434237527,true_fp32_autograd
A_seed,roberta-large,sst-5,16,16,initial_pretrained,3e-05,2,0.5719286071960162,0.0013003773796935142,1.0,-0.384799913325681,0.6510434961663965,0.6510434961663965,0.9414214459826831,1.0197229984245995,0.3057108472097714,2.0772134795436705e-05,0.12715657552083393,21.616617838541664,0.5119564888465149,20.96557434237527,true_fp32_autograd
A_seed,roberta-large,sst-5,16,16,initial_pretrained,0.0001,2,0.2541929203818895,0.000577951023228946,1.0,0.4989382865441101,0.4989382865441101,0.4989382865441101,0.9921275432319835,1.0072334844316089,0.10903766140112488,2.5227785617066265e-05,1.010894775390625,21.038055419921875,0.5119564888465149,20.96557434237527,true_fp32_autograd
A_seed,roberta-large,sst-5,16,16,initial_pretrained,0.0003,2,0.031164435594131103,7.085766752638453e-05,1.0,0.1365420463097351,0.1365420463097351,0.1365420463097351,0.9991114760139539,1.0008754079157645,0.037378198874083224,2.530943723643446e-05,0.64849853515625,20.853678385416668,0.5119564888465149,20.96557434237527,true_fp32_autograd
A_seed,roberta-large,sst-5,16,16,initial_pretrained,0.001,2,0.18654719587262225,0.00042414691397815247,1.0,0.2490756156456726,0.3528576675705821,0.3528576675705821,0.999922693726752,1.0000809549703238,0.011256255611420615,2.4873808079746384e-05,0.7610321044921875,20.612716674804688,0.5119564888465149,20.96557434237527,true_fp32_autograd
A_seed,roberta-large,sst-5,16,16,initial_pretrained,0.0015,2,0.44778830834850947,0.0010181232058358246,0.9999999999999999,-0.262729600825681,0.6154359960211035,0.6154359960211035,0.9999662348822778,1.0000342367184192,0.007504549550063891,2.4657790619707606e-05,0.24922688802083393,20.350138346354164,0.5119564888465149,20.96557434237527,true_fp32_autograd
A_seed,roberta-large,sst-5,16,16,initial_pretrained,0.002,2,0.760349363507515,0.0017287841533526647,1.0,-0.6044628975379212,0.6284695450119884,0.6284695450119884,0.9999812798499078,1.0000224432468752,0.005626555263371278,2.4482249145336093e-05,-0.09250640869140625,20.33710479736328,0.5119564888465149,20.96557434237527,true_fp32_autograd
A_seed,roberta-large,sst-5,16,16,initial_pretrained,0.003,2,2.3198196912195614,0.005274506316827096,0.9999999999999999,-1.3912442085730774,1.3912442085730774,1.3912442085730774,0.9999918571521735,1.0000082182248788,0.0037511042544288494,2.4222295235341667e-05,-0.8792877197265625,20.345687866210938,0.5119564888465149,20.96557434237527,true_fp32_autograd
A_seed,roberta-large,sst-5,16,16,initial_pretrained,0.004,2,15.506170002310098,0.035255926112077556,1.0,-3.6414387581336243,3.6414387581336243,3.6414387581336243,0.9999955106576166,1.0000086852821173,0.002813406940506191,2.4036514189256072e-05,-3.1294822692871094,19.466876983642578,0.5119564888465149,20.96557434237527,true_fp32_autograd
A_seed,roberta-large,sst-5,16,16,initial_pretrained,0.005,2,51.41266599043422,0.11689547793643637,1.0,-6.572747504471515,6.572747504471515,6.572747504471515,0.9999971459566368,1.0000032504220169,0.0022507566845759667,2.3914450382699643e-05,-6.060791015625,18.0999755859375,0.5119564888465149,20.96557434237527,true_fp32_autograd
A_seed,roberta-large,sst-5,16,16,initial_pretrained,0.01,2,569.1525243086428,1.2940654810658285,-1.0,1.9969699027550476,23.77319152987527,23.77319152987527,0.9999993059193968,1.0000009947383595,0.0011239583966139652,2.379272067054131e-05,2.5089263916015625,2.8076171875,0.5119564888465149,20.96557434237527,true_fp32_autograd
