step,loss_plus,loss_minus,train_loss,d_h,d_g,update_scalar,update_scalar_source,fd_true_error,d_h_finite,update_norm,seconds,scale_refreshed,eval_loss,eval_acc,nan_flag
1,0.69580078125,0.7099609375,0.702880859375,-19.713172499196194,,-19.713172499196194,finite_difference,,True,0.11755268200024896,1.283064603805542,True,,,False
2,0.64453125,0.64892578125,0.646728515625,-6.117881120440198,,-6.117881120440198,finite_difference,,True,0.036491063643186966,0.44159889221191406,True,,,False
3,0.70703125,0.69384765625,0.700439453125,18.353643361320593,,18.353643361320593,finite_difference,,True,0.1094581409828153,0.4424138069152832,True,,,False
4,0.79296875,0.716796875,0.7548828125,106.04327275429677,,106.04327275429677,finite_difference,,True,0.6323385836370446,0.465686559677124,True,,,False
5,0.75390625,0.7314453125,0.74267578125,31.26917017113879,,31.26917017113879,finite_difference,,True,0.18646156531299854,0.44038915634155273,True,,,False
6,0.71435546875,0.7099609375,0.712158203125,6.117881120440198,,6.117881120440198,finite_difference,,True,0.03648561281590662,0.4359090328216553,True,,,False
7,0.74560546875,0.68408203125,0.71484375,85.65033568616276,,85.65033568616276,finite_difference,,True,0.5107847779901105,0.4238748550415039,True,,,False
8,0.66064453125,0.65185546875,0.65625,12.235762240880396,,12.235762240880396,finite_difference,,True,0.0729809441657753,0.43042898178100586,True,,,False
9,0.70556640625,0.71240234375,0.708984375,-9.516703965129196,,-9.516703965129196,finite_difference,,True,0.05675101466770218,0.44283080101013184,True,,,False
10,0.72412109375,0.70751953125,0.7158203125,23.11199534388519,,23.11199534388519,finite_difference,,True,0.1378601111142753,0.43474483489990234,True,,,False
11,0.708984375,0.71533203125,0.712158203125,-8.836939396191397,,-8.836939396191397,finite_difference,,True,0.05269802023965222,0.4280273914337158,True,,,False
12,0.728515625,0.7578125,0.7431640625,-40.785874136267985,,-40.785874136267985,finite_difference,,True,0.24321717474686988,0.4347496032714844,True,,,False
13,0.7275390625,0.72509765625,0.726318359375,3.3988228446889988,,3.3988228446889988,finite_difference,,True,0.020271073078805425,0.42714881896972656,True,,,False
14,0.75830078125,0.72265625,0.740478515625,49.62281353245938,,49.62281353245938,finite_difference,,True,0.2958821210206279,0.44627809524536133,True,,,False
15,0.75439453125,0.8125,0.783447265625,-80.89198370359817,,-80.89198370359817,finite_difference,,True,0.482383011323308,0.43254947662353516,True,,,False
16,0.8095703125,0.70263671875,0.756103515625,148.86844059737814,,148.86844059737814,finite_difference,,True,0.8878919002458147,0.43616294860839844,True,,,False
17,0.78076171875,0.7255859375,0.753173828125,76.81339628997137,,76.81339628997137,finite_difference,,True,0.4580738060992187,0.43665647506713867,True,,,False
18,0.734375,0.72705078125,0.730712890625,10.196468534066996,,10.196468534066996,finite_difference,,True,0.06080779220349808,0.4292292594909668,True,,,False
19,0.73974609375,0.74560546875,0.74267578125,-8.157174827253597,,-8.157174827253597,finite_difference,,True,0.04864450704776928,0.434157133102417,True,,,False
20,0.71337890625,0.75537109375,0.734375,-58.45975292865078,,-58.45975292865078,finite_difference,,True,0.3486341152267821,0.4448697566986084,True,,,False
21,0.72705078125,0.7138671875,0.720458984375,18.353643361320593,,18.353643361320593,finite_difference,,True,0.10947301588956407,0.4425544738769531,True,,,False
22,0.70458984375,0.71240234375,0.70849609375,-10.876233103004795,,-10.876233103004795,finite_difference,,True,0.06487362379416445,0.4490833282470703,True,,,False
23,0.70654296875,0.71923828125,0.712890625,-17.673878792382794,,-17.673878792382794,finite_difference,,True,0.10542201691576009,0.4259045124053955,True,,,False
24,0.6748046875,0.68017578125,0.677490234375,-7.477410258315797,,-7.477410258315797,finite_difference,,True,0.04459561017603748,0.43428635597229004,True,,,False
25,0.73046875,0.765625,0.748046875,-48.94304896352158,,-48.94304896352158,finite_difference,,True,0.29189962131539404,0.43330883979797363,True,,,False
26,0.69140625,0.68212890625,0.686767578125,12.915526809818195,,12.915526809818195,finite_difference,,True,0.07700345228837409,0.461991548538208,True,,,False
27,0.67724609375,0.65283203125,0.6650390625,33.988228446889984,,33.988228446889984,finite_difference,,True,0.20270372183875374,0.44408249855041504,True,,,False
