step,loss_plus,loss_minus,train_loss,d_h,d_g,update_scalar,update_scalar_source,fd_true_error,d_h_finite,update_norm,seconds,scale_refreshed,eval_loss,eval_acc,nan_flag
1,0.7080078125,0.72119140625,0.714599609375,-659.1796875,,-659.1796875,finite_difference,,True,3.930973338808465,1.308661937713623,True,,,False
2,0.6474609375,0.64794921875,0.647705078125,-24.414062499999996,,-24.414062499999996,finite_difference,,True,0.14563530183589385,0.4387381076812744,True,,,False
3,0.70556640625,0.6982421875,0.701904296875,366.21093749999994,,366.21093749999994,finite_difference,,True,2.1835527588015937,0.44013047218322754,True,,,False
4,0.724609375,0.7138671875,0.71923828125,537.109375,,537.109375,finite_difference,,True,3.203319533207211,0.46218442916870117,True,,,False
5,0.765625,0.74951171875,0.757568359375,805.6640624999999,,805.6640624999999,finite_difference,,True,4.805516145050609,0.43843793869018555,True,,,False
6,0.70361328125,0.70263671875,0.703125,48.82812499999999,,48.82812499999999,finite_difference,,True,0.2911482896649194,0.47635889053344727,True,,,False
7,0.689453125,0.6904296875,0.68994140625,-48.82812499999999,,-48.82812499999999,finite_difference,,True,0.29120880675073696,0.4208681583404541,True,,,False
8,0.6806640625,0.68505859375,0.682861328125,-219.72656249999997,,-219.72656249999997,finite_difference,,True,1.3103301082528487,0.428361177444458,True,,,False
9,0.69580078125,0.6943359375,0.695068359375,73.2421875,,73.2421875,finite_difference,,True,0.4367593334377048,0.44095635414123535,True,,,False
10,0.69287109375,0.69287109375,0.69287109375,0.0,,0.0,finite_difference,,True,0.0,0.4316737651824951,True,,,False
11,0.689453125,0.689453125,0.689453125,0.0,,0.0,finite_difference,,True,0.0,0.4251546859741211,True,,,False
12,0.6904296875,0.68896484375,0.689697265625,73.2421875,,73.2421875,finite_difference,,True,0.43670936957826756,0.43288207054138184,True,,,False
13,0.6845703125,0.68505859375,0.684814453125,-24.414062499999996,,-24.414062499999996,finite_difference,,True,0.1456142013738164,0.4245028495788574,True,,,False
14,0.6806640625,0.68359375,0.68212890625,-146.484375,,-146.484375,finite_difference,,True,0.8735524825333036,0.443317174911499,True,,,False
15,0.65966796875,0.66259765625,0.6611328125,-146.484375,,-146.484375,finite_difference,,True,0.8735562205420687,0.4306957721710205,True,,,False
16,0.7001953125,0.701171875,0.70068359375,-48.82812499999999,,-48.82812499999999,finite_difference,,True,0.2911556007746825,0.43378663063049316,True,,,False
17,0.7021484375,0.70068359375,0.701416015625,73.2421875,,73.2421875,finite_difference,,True,0.4368840912685006,0.43359899520874023,True,,,False
18,0.68310546875,0.68212890625,0.6826171875,48.82812499999999,,48.82812499999999,finite_difference,,True,0.2912192616703706,0.4266953468322754,True,,,False
