group,model,dataset,seed,h,nmse,corr,mse,bias,mae,median_abs_error,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error,visibility_pass,empirical_oracle_flags
A_seed,roberta-large,sst-5,18,0.002,0.0103607168238862,0.9948010073583998,3.6206677177210524,0.3328324694111129,1.3557563308691527,0.9844663117769148,0.9999812754392801,1.0000225090341215,0.0056286481051825744,2.448235055518735e-05,True,
A_seed,roberta-large,sst-5,18,0.003,0.03712104443665674,0.9820417344515566,12.972361808985195,0.6037355799152634,2.649688500673491,2.0328166816680415,0.999991858295623,1.0000081937846361,0.003752309706798635,2.4222376885097498e-05,True,
A_seed,roberta-large,sst-5,18,0.004,0.08528473022269067,0.9595616984076399,29.803697444943968,1.0669828791095992,4.437264617546837,3.4890072678788107,0.9999954978409067,1.0000087408296376,0.0028154057116826304,2.4034035855626716e-05,True,
A_seed,roberta-large,sst-5,18,0.005,0.1675899338696957,0.9196461017255553,58.56616619210074,1.6224981684162398,6.638959416623042,5.504664406019412,0.9999971488909709,1.000003268333711,0.0022522823448070713,2.3913589793874082e-05,True,
A_seed,roberta-large,sst-5,18,0.01,0.6768862374916323,0.5930827691009529,236.54542347933375,4.115948214001872,12.134985062400322,10.026481163448265,0.999999306649782,1.0000010031551956,0.00112603040193285,2.3794276924077764e-05,True,
A_seed,roberta-large,sst-5,19,1e-05,0.22747465613821138,0.8979381477354978,53.83162214072661,-0.4812312873781346,5.920948741859808,5.104461376664732,0.7952799293957631,0.9663668305719666,0.5935562207737859,1.2598388534460776e-05,False,
A_seed,roberta-large,sst-5,19,3e-05,0.03983272671602085,0.9798596019131349,9.42637008365815,0.19826166306131882,2.1290093698868104,1.439606523839605,0.9414119731005044,1.0197321372713772,0.3057182496801194,2.0773948981598956e-05,False,
A_seed,roberta-large,sst-5,19,0.0001,0.004490579813533493,0.9979791187190773,1.0626906742878361,0.29243700180643617,0.8420004678661925,0.7878249648874727,0.9921257450892507,1.0072256881676327,0.10903624145545086,2.5230493362348866e-05,False,
A_seed,roberta-large,sst-5,19,0.0003,0.0003231810271138406,0.9998386912928108,0.07648042744627218,0.014679357153115816,0.22306140904228727,0.18772242628472524,0.9991115205992557,1.0008750685998549,0.03737404597729427,2.5308947101829867e-05,True,empirical_min_nmse;empirical_max_corr
A_seed,roberta-large,sst-5,19,0.001,0.0018923005861941995,0.9992468798758701,0.4478108104965727,0.14640562210672914,0.5212623248427561,0.37238022697892603,0.999922671268864,1.0000807656486765,0.01125273975974524,2.487427626250813e-05,True,
A_seed,roberta-large,sst-5,19,0.0015,0.006314918638390895,0.9976471829063931,1.4944184102194875,0.26613148524556385,0.949089884674352,0.7128858858121094,0.9999662313325781,1.0000345522979206,0.007503318052078592,2.465767086122541e-05,True,
A_seed,roberta-large,sst-5,19,0.002,0.01608498610980025,0.9936954665164446,3.8064939149770707,0.41349403534525453,1.522497813422617,1.2887837968847364,0.999981274614137,1.0000227693070634,0.005628702341346645,2.448164071304143e-05,True,
A_seed,roberta-large,sst-5,19,0.003,0.058781372033750584,0.9748826328208154,13.910545737067693,0.7499423868874096,2.9302325731543224,2.751342538504246,0.9999918598930748,1.000008301652178,0.003753162470892462,2.4223312005030985e-05,True,
A_seed,roberta-large,sst-5,19,0.004,0.13901465805332827,0.9349518667164872,32.897662849096704,1.1175291982709747,4.689949920040316,4.376153743857703,0.9999954949900185,1.0000085919036745,0.002815090712944415,2.40347301301277e-05,True,
A_seed,roberta-large,sst-5,19,0.005,0.2768342531212863,0.8624790769764523,65.51251538360728,1.8946575370847563,6.7255533820615305,6.2122745596359845,0.9999971527866345,1.0000032379042372,0.0022519268987600577,2.391457845089538e-05,True,
A_seed,roberta-large,sst-5,19,0.01,1.5277338066700676,-0.185663269575026,361.5364911786414,-0.09400971259480895,14.810174799893357,11.647216915650038,0.9999993053501752,1.000001050972176,0.0011261067002653552,2.3794436482268277e-05,True,
B_task,roberta-large,rte,16,1e-05,0.15348195713410318,0.925800474212459,36.80415998439422,0.3069250364222073,4.568801747503933,2.5367906980654715,0.7952788632687754,0.9663960922279902,0.5935519711645677,1.2598557194619774e-05,False,
B_task,roberta-large,rte,16,3e-05,0.038386847788827866,0.9834848902124116,9.20496267898249,0.8592614113408273,2.58365976612982,2.7095079201353283,0.9414157716555585,1.0197380033009784,0.30571120709757466,2.0773318348077526e-05,False,
B_task,roberta-large,rte,16,0.0001,0.02801804038427833,0.9859178255502359,6.718577610078396,0.10218308161874068,2.130505067227139,1.8003847685861434,0.9921271170309984,1.0072307316737077,0.1090435996398417,2.522837816045237e-05,False,
B_task,roberta-large,rte,16,0.0003,0.023999611722831656,0.9879292847946384,5.754979711645703,0.1677481908716707,1.9096246969856088,1.5630087765544323,0.9991116350756376,1.0008757139783582,0.03737981386875966,2.53072610576797e-05,True,
B_task,roberta-large,rte,16,0.001,0.02069646191858634,0.9895493416629391,4.962901892741915,-0.038811705597445845,1.7974859754040544,1.4326696484289858,0.9999226798220844,1.0000805865565674,0.011256136384078009,2.4873761807944456e-05,True,empirical_min_nmse
B_task,roberta-large,rte,16,0.0015,0.020852166532726337,0.98956528439888,5.00023903409795,-0.16051445612133114,1.7590943356238393,1.4978114468638477,0.9999662331501222,1.0000346044544774,0.007504859835940508,2.4657399618584058e-05,True,empirical_max_corr
B_task,roberta-large,rte,16,0.002,0.02268111770012883,0.9889574137930934,5.438811832006123,-0.32628490734915483,1.907503593168094,1.6939269752056711,0.9999812775555819,1.0000225252708637,0.005628353470284034,2.4482793149883706e-05,True,
B_task,roberta-large,rte,16,0.003,0.033288557441237834,0.9848151848692376,7.982419670649274,-0.6519150158645766,2.259208503248903,1.5558726864900425,0.9999918574383073,1.0000081934625535,0.0037515725511285845,2.422361143152506e-05,True,
