group,model,dataset,seed,L_mode,h2,m_L,lambda_q50,lambda_q90,lambda_q95,median_abs_K,MAD_K,SNR2,finite_rate,zero_K_frac,stability_q90_2x,stability_q90_next,stability_q90_prev,log_slope_q90_next,log_slope_q90_prev,low_h2_noise_suspected,large_h2_nonlocal_suspected,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.001,16,1.664576461546149e-05,3.0561813366758346e-05,3.3639530478326475e-05,6790.1611328125,1380.92041015625,3.3165567731169583,1.0,0.0,0.05863394325900006,0.004080029613540338,0.09806850225608837,0.010042118993318689,0.07770335759787131,False,False,0.9999226778434579,1.0000802012207164,0.011250489418564838,2.487491293147051e-05
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.0015,16,1.935558722410478e-05,3.068650647441824e-05,3.274460603595102e-05,7895.575629340277,3295.8984375,1.615793964445732,1.0,0.0,0.04130556471966115,0.05433223651152283,0.004063450614699206,0.1839100188101765,0.010042118993318689,False,False,0.9999662352258943,1.0000343756892776,0.007501044116634723,2.4657747271999618e-05
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.002,16,2.0136139474623367e-05,3.235377305623095e-05,3.3729089983554206e-05,8213.996887207031,4101.753234863281,1.3507065592587568,1.0,0.0,0.14066777372091072,0.09070935889015545,0.051532367720532116,0.23452202622028512,0.1839100188101765,False,False,0.9999812827806582,1.0000223684667107,0.0056266857978678544,2.448154159882574e-05
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.003,16,1.4143296064660741e-05,2.9418982953913294e-05,2.9856883608745803e-05,5769.093831380209,3545.125325520833,1.0976200056475296,1.0,0.0,nan,0.05494218522889227,0.09975837734284734,0.19642924992240668,0.23452202622028512,False,False,0.9999918556132998,1.0000082297443296,0.0037511005774007768,2.422414247634558e-05
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.004,16,1.1365885598070845e-05,2.780263968827158e-05,4.000773143242052e-05,4636.7645263671875,4688.024520874023,0.6671157143010131,1.0,0.0,nan,0.04837718800672583,0.058136321789158715,0.22221806679350647,0.19642924992240668,False,False,0.9999955013311252,1.0000086244496815,0.002813574858121504,2.4033937000014123e-05
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.005,16,1.3929004180758253e-05,2.645762611261162e-05,2.982335335802754e-05,5682.06787109375,4399.4903564453125,0.8711241446766478,1.0,0.0,0.34418209106877723,0.34418209106877723,0.050836515683556086,0.608632795819573,0.22221806679350647,False,False,0.9999971580070837,1.0000031865215442,0.0022501959377949025,2.3915754816316774e-05
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.01,16,6.9604538387612625e-06,1.735138468827498e-05,1.8551309834925127e-05,2839.2791748046875,2664.6995544433594,0.7186804845547177,1.0,0.0,nan,nan,0.5248134983530504,nan,0.608632795819573,False,False,0.999999298076574,1.0000010068631724,0.0011263938148740207,2.3794091952560966e-05
A_seed,roberta-large,sst-5,19,L_clean32,1e-05,16,1.1689152981923993e-05,2.7763480469985133e-05,3.141612273085923e-05,4768.371582031249,4172.325134277344,0.7708465822589656,1.0,0.125,nan,0.3801549459578918,nan,0.435354446646115,nan,False,False,0.9999999952786347,1.0000000099186939,0.0001372432342940857,3.111986811036179e-09
A_seed,roberta-large,sst-5,19,L_clean32,3e-05,16,5.519738163372386e-06,1.7209055672160005e-05,2.272974683497139e-05,2251.7310248480903,2450.413174099392,0.6198023195190334,1.0,0.125,nan,0.0711322445199824,0.6133064117860438,0.06128784762478636,0.435354446646115,False,False,1.0000000012827381,0.9999999953867673,4.564233662661532e-05,3.1118885810453557e-09
A_seed,roberta-large,sst-5,19,L_clean32,0.0001,16,6.311812931604329e-06,1.5984936844997685e-05,2.14358053438254e-05,2574.920654296875,2706.0508728027344,0.6418061852288305,1.0,0.0,nan,0.04509668164046049,0.07657951748279052,0.04200315381693839,0.06128784762478636,False,False,1.0000000003127367,0.9999999982014517,1.3707347816473606e-05,3.108398161387989e-09
A_seed,roberta-large,sst-5,19,L_clean32,0.0003,16,4.350787437597148e-06,1.5264069191959276e-05,1.9610193787482033e-05,1774.8938666449656,1988.1460401746965,0.6021436493661807,1.0,0.0,nan,0.0524019236964679,0.04722643724595449,0.04242213604210973,0.04200315381693839,False,False,0.9999999940734199,0.9999999977818765,4.655730377866946e-06,3.089073878259647e-09
A_seed,roberta-large,sst-5,19,L_clean32,0.001,16,6.424097071128245e-06,1.6063935833455856e-05,2.0592958487982263e-05,2620.6374168395996,2604.246139526367,0.6787360437129785,1.0,0.0,0.42289911862493634,0.02433232402245671,0.04979269090692158,0.05929242409419523,0.04242213604210973,False,False,1.0000000024468145,1.0000000005370746,1.422397026066761e-06,3.0369485956460314e-09
