step,loss_plus,loss_minus,train_loss,d_h,d_h_finite,update_norm,seconds,scale_refreshed,eval_loss,eval_acc,nan_flag
253,1.6455078125,1.744140625,1.69482421875,-32.877604166666664,True,0.6640422357174126,0.3921809196472168,True,,,False
254,1.673828125,1.6083984375,1.64111328125,21.809895833333332,True,0.44051996887416434,0.38491010665893555,True,,,False
255,1.6689453125,1.599609375,1.63427734375,23.111979166666668,True,0.4668088123048676,0.3974771499633789,True,,,False
256,1.61328125,1.578125,1.595703125,11.71875,True,0.23669803921828844,0.3842041492462158,True,,,False
257,1.546875,1.5126953125,1.52978515625,11.393229166666666,True,0.23011020317088438,0.38701844215393066,True,,,False
258,1.6962890625,1.625,1.66064453125,23.763020833333332,True,0.47997028804196884,0.39443016052246094,True,,,False
259,1.7626953125,1.658203125,1.71044921875,34.830729166666664,True,0.703507426874863,0.39116668701171875,True,,,False
260,1.5927734375,1.6611328125,1.626953125,-22.786458333333332,True,0.4602570510206418,0.38657307624816895,True,,,False
261,1.5498046875,1.66796875,1.60888671875,-39.388020833333336,True,0.7955066991296799,0.38410496711730957,True,,,False
262,1.6123046875,1.5986328125,1.60546875,4.557291666666667,True,0.09205137054462559,0.39865589141845703,True,,,False
263,1.5810546875,1.6591796875,1.6201171875,-26.041666666666668,True,0.5259694743940131,0.3852815628051758,True,,,False
264,1.5498046875,1.744140625,1.64697265625,-64.77864583333333,True,1.3084385367083118,0.3850593566894531,True,,,False
265,1.646484375,1.66015625,1.6533203125,-4.557291666666667,True,0.09204370631206335,0.39166831970214844,True,,,False
266,1.5263671875,1.5849609375,1.5556640625,-19.53125,True,0.3944978148684414,0.38712000846862793,True,,,False
267,1.595703125,1.572265625,1.583984375,7.8125,True,0.15778371927268842,0.38620615005493164,True,,,False
268,1.50390625,1.685546875,1.5947265625,-60.546875,True,1.2229003216505865,0.3980710506439209,True,,,False
269,1.58984375,1.6025390625,1.59619140625,-4.231770833333333,True,0.0854689287437637,0.3940722942352295,True,,,False
270,1.54296875,1.693359375,1.6181640625,-50.130208333333336,True,1.0124368423606307,0.387218713760376,True,,,False
271,1.625,1.6201171875,1.62255859375,1.6276041666666667,True,0.03287372194284772,0.3860464096069336,True,,,False
272,1.6171875,1.666015625,1.6416015625,-16.276041666666668,True,0.32873459444460434,0.3984389305114746,True,,,False
273,1.611328125,1.6015625,1.6064453125,3.2552083333333335,True,0.06574985353126228,0.3867175579071045,True,,,False
274,1.662109375,1.6162109375,1.63916015625,15.299479166666666,True,0.30900935822227,0.3852858543395996,True,,,False
275,1.6376953125,1.6162109375,1.626953125,7.161458333333333,True,0.14464727920862447,0.3972766399383545,True,,,False
276,1.57421875,1.5830078125,1.57861328125,-2.9296875,True,0.05916898305534307,0.3923044204711914,True,,,False
277,1.642578125,1.6396484375,1.64111328125,0.9765625,True,0.019723775585225676,0.38635802268981934,True,,,False
278,1.6611328125,1.7548828125,1.7080078125,-31.25,True,0.6311489727639373,0.3945279121398926,True,,,False
279,1.6435546875,1.5771484375,1.6103515625,22.135416666666668,True,0.44709208056802635,0.3924291133880615,True,,,False
280,1.53515625,1.53515625,1.53515625,0.0,True,0.0,0.38608860969543457,True,,,False
281,1.62109375,1.7021484375,1.66162109375,-27.018229166666668,True,0.5456827372388451,0.38954925537109375,True,,,False
282,1.61328125,1.609375,1.611328125,1.3020833333333333,True,0.026301033413421354,0.3914456367492676,True,,,False
283,1.6181640625,1.6171875,1.61767578125,0.3255208333333333,True,0.006574912570688418,0.38503599166870117,True,,,False
284,1.7119140625,1.6220703125,1.6669921875,29.947916666666664,True,0.6048897253591066,0.38590288162231445,True,,,False
285,1.61328125,1.48828125,1.55078125,41.666666666666664,True,0.8415525863290266,0.3951690196990967,True,,,False
286,1.572265625,1.6337890625,1.60302734375,-20.5078125,True,0.41422381632531086,0.3865036964416504,True,,,False
287,1.6201171875,1.572265625,1.59619140625,15.950520833333332,True,0.32215117057551607,0.3870730400085449,True,,,False
288,1.611328125,1.5546875,1.5830078125,18.880208333333332,True,0.3813317923591278,0.39264583587646484,True,,,False
289,1.6328125,1.564453125,1.5986328125,22.786458333333332,True,0.46023423068266933,0.39183998107910156,True,,,False
290,1.544921875,1.62109375,1.5830078125,-25.390625,True,0.5128175260004421,0.3864583969116211,True,,,False
291,1.6416015625,1.6708984375,1.65625,-9.765625,True,0.19723612125726672,0.38586854934692383,True,,,False
292,1.6259765625,1.5595703125,1.5927734375,22.135416666666668,True,0.44709360622655825,0.39794397354125977,True,,,False
293,1.615234375,1.607421875,1.611328125,2.6041666666666665,True,0.052597347885445074,0.385526180267334,True,,,False
294,1.54296875,1.6474609375,1.59521484375,-34.830729166666664,True,0.7034657959800646,0.38564443588256836,True,,,False
295,1.6279296875,1.6044921875,1.6162109375,7.8125,True,0.15778568811424326,0.3933894634246826,True,,,False
296,1.677734375,1.560546875,1.619140625,39.0625,True,0.7889397367407641,0.38732075691223145,True,,,False
297,1.615234375,1.5634765625,1.58935546875,17.252604166666668,True,0.3484421450229981,0.387739896774292,True,,,False
298,1.5361328125,1.5478515625,1.5419921875,-3.90625,True,0.07889638633153781,0.39554667472839355,True,,,False
299,1.611328125,1.5966796875,1.60400390625,4.8828125,True,0.09862370642970958,0.38967299461364746,True,,,False
300,1.5693359375,1.5869140625,1.578125,-5.859375,True,0.11834708268671186,0.3903505802154541,True,,,False
301,1.630859375,1.544921875,1.587890625,28.645833333333332,True,0.578577215842455,0.5438461303710938,True,,,False
302,1.5703125,1.5615234375,1.56591796875,2.9296875,True,0.05917449992445154,0.38442111015319824,True,,,False
303,1.630859375,1.6103515625,1.62060546875,6.8359375,True,0.138067108671507,0.3850240707397461,True,,,False
304,1.6103515625,1.607421875,1.60888671875,0.9765625,True,0.01972428646760958,0.38771772384643555,True,,,False
305,1.6337890625,1.595703125,1.61474609375,12.6953125,True,0.25642025309072114,0.39913058280944824,True,,,False
306,1.5625,1.5634765625,1.56298828125,-0.3255208333333333,True,0.006575144173650914,0.38387107849121094,True,,,False
307,1.568359375,1.5390625,1.5537109375,9.765625,True,0.19724399399781614,0.3876461982727051,True,,,False
308,1.6103515625,1.5986328125,1.6044921875,3.90625,True,0.07889627855511615,0.39127278327941895,True,,,False
309,1.599609375,1.732421875,1.666015625,-44.270833333333336,True,0.894172713303666,0.47713255882263184,True,,,False
310,1.5966796875,1.5595703125,1.578125,12.369791666666666,True,0.2498626298851473,0.39785003662109375,True,,,False
311,1.572265625,1.60546875,1.5888671875,-11.067708333333334,True,0.2235482505445951,0.3850693702697754,True,,,False
312,1.646484375,1.603515625,1.625,14.322916666666666,True,0.28929052410325296,0.3857088088989258,True,,,False
313,1.6611328125,1.5361328125,1.5986328125,41.666666666666664,True,0.841552609130143,0.3960609436035156,True,,,False
314,1.6123046875,1.6787109375,1.6455078125,-22.135416666666668,True,0.44711719698297037,0.39615917205810547,True,,,False
315,1.6103515625,1.59765625,1.60400390625,4.231770833333333,True,0.08547027986209683,0.40128493309020996,True,,,False
316,1.498046875,1.509765625,1.50390625,-3.90625,True,0.07889616038564842,0.3861377239227295,True,,,False
317,1.6201171875,1.576171875,1.59814453125,14.6484375,True,0.2958638895286115,0.3892073631286621,True,,,False
318,1.5712890625,1.53125,1.55126953125,13.346354166666666,True,0.269564398318154,0.3902566432952881,True,,,False
319,1.5634765625,1.5712890625,1.5673828125,-2.6041666666666665,True,0.05259999592049311,0.3836026191711426,True,,,False
320,1.5791015625,1.5966796875,1.587890625,-5.859375,True,0.11833992613403177,0.38314032554626465,True,,,False
321,1.6318359375,1.5673828125,1.599609375,21.484375,True,0.4339120099756868,0.3925485610961914,True,,,False
322,1.5947265625,1.681640625,1.63818359375,-28.971354166666664,True,0.5851565542078594,0.38907909393310547,True,,,False
323,1.5703125,1.5712890625,1.57080078125,-0.3255208333333333,True,0.0065743732050108925,0.38271236419677734,True,,,False
324,1.609375,1.6123046875,1.61083984375,-0.9765625,True,0.019724810867653268,0.3882439136505127,True,,,False
325,1.59375,1.6318359375,1.61279296875,-12.6953125,True,0.25641384462952094,0.38863325119018555,True,,,False
326,1.7041015625,1.6005859375,1.65234375,34.505208333333336,True,0.6969340037351599,0.3847689628601074,True,,,False
327,1.5322265625,1.599609375,1.56591796875,-22.4609375,True,0.4536477317181575,0.3826174736022949,True,,,False
328,1.6025390625,1.607421875,1.60498046875,-1.6276041666666667,True,0.032875319681606424,0.39132022857666016,True,,,False
329,1.5966796875,1.6474609375,1.6220703125,-16.927083333333332,True,0.34191647597257735,0.38454103469848633,True,,,False
330,1.65625,1.662109375,1.6591796875,-1.953125,True,0.03944745223410123,0.3811309337615967,True,,,False
331,1.607421875,1.587890625,1.59765625,6.510416666666667,True,0.131495921200755,0.3840510845184326,True,,,False
332,1.6171875,1.583984375,1.6005859375,11.067708333333334,True,0.22354660692174433,0.3891441822052002,True,,,False
333,1.7451171875,1.703125,1.72412109375,13.997395833333334,True,0.2827057494776885,0.38512587547302246,True,,,False
334,1.5859375,1.7939453125,1.68994140625,-69.3359375,True,1.400504154075143,0.3840751647949219,True,,,False
335,1.5849609375,1.5537109375,1.5693359375,10.416666666666666,True,0.21038835091494085,0.4017672538757324,True,,,False
336,1.599609375,1.515625,1.5576171875,27.994791666666668,True,0.5654184484637678,0.38390398025512695,True,,,False
337,1.5869140625,1.56640625,1.57666015625,6.8359375,True,0.13807187988547365,0.38622546195983887,True,,,False
338,1.5830078125,1.595703125,1.58935546875,-4.231770833333333,True,0.08546934828758104,0.390796422958374,True,,,False
339,1.62890625,1.630859375,1.6298828125,-0.6510416666666666,True,0.01314927072961701,0.390244722366333,True,,,False
340,1.59765625,1.595703125,1.5966796875,0.6510416666666666,True,0.013148769897815004,0.38326406478881836,True,,,False
341,1.705078125,1.62109375,1.6630859375,27.994791666666668,True,0.5654141001095643,0.3852715492248535,True,,,False
342,1.693359375,1.65234375,1.6728515625,13.671875,True,0.2761589728273171,0.39694786071777344,True,,,False
343,1.71875,1.6455078125,1.68212890625,24.4140625,True,0.4931114276273352,0.3841071128845215,True,,,False
344,1.6328125,1.6298828125,1.63134765625,0.9765625,True,0.019725060779884274,0.3852968215942383,True,,,False
345,1.6025390625,1.689453125,1.64599609375,-28.971354166666664,True,0.5851220869061429,0.40048694610595703,True,,,False
346,1.541015625,1.6474609375,1.59423828125,-35.481770833333336,True,0.716664665395306,0.38408970832824707,True,,,False
347,1.5087890625,1.6259765625,1.5673828125,-39.0625,True,0.7889892474512663,0.38248300552368164,True,,,False
348,1.62109375,1.525390625,1.5732421875,31.901041666666664,True,0.6443195100965752,0.3896803855895996,True,,,False
349,1.58984375,1.7099609375,1.64990234375,-40.0390625,True,0.8086533807619507,0.3929450511932373,True,,,False
350,1.5654296875,1.6064453125,1.5859375,-13.671875,True,0.2761463232989688,0.3837544918060303,True,,,False
351,1.609375,1.669921875,1.6396484375,-20.182291666666668,True,0.40762655842015577,0.382495641708374,True,,,False
352,1.6455078125,1.7451171875,1.6953125,-33.203125,True,0.6706371970659408,0.3973662853240967,True,,,False
353,1.6806640625,1.6220703125,1.6513671875,19.53125,True,0.3945024972945729,0.38428640365600586,True,,,False
354,1.6455078125,1.6259765625,1.6357421875,6.510416666666667,True,0.13149511421892168,0.3873767852783203,True,,,False
355,1.73046875,1.6513671875,1.69091796875,26.3671875,True,0.5325711528529744,0.387467622756958,True,,,False
356,1.5244140625,1.75,1.63720703125,-75.1953125,True,1.5186757419086654,0.3932487964630127,True,,,False
357,1.6416015625,1.740234375,1.69091796875,-32.877604166666664,True,0.6640350392316948,0.38449740409851074,True,,,False
358,1.50390625,1.5498046875,1.52685546875,-15.299479166666666,True,0.3090077258428172,0.382122278213501,True,,,False
359,1.62890625,1.64453125,1.63671875,-5.208333333333333,True,0.10518965068368956,0.38780736923217773,True,,,False
360,1.6298828125,1.681640625,1.65576171875,-17.252604166666668,True,0.3484505480667525,0.38452577590942383,True,,,False
361,1.5859375,1.642578125,1.6142578125,-18.880208333333332,True,0.3813263401276751,0.3842146396636963,True,,,False
362,1.7314453125,1.595703125,1.66357421875,45.247395833333336,True,0.9138932990133423,0.387451171875,True,,,False
363,1.6171875,1.6640625,1.640625,-15.625,True,0.3155826156850807,0.37375855445861816,True,,,False
364,1.5634765625,1.5556640625,1.5595703125,2.6041666666666665,True,0.052597426488034484,0.3840148448944092,True,,,False
365,1.5634765625,1.65625,1.60986328125,-30.924479166666664,True,0.6245862568900509,0.3824014663696289,True,,,False
366,1.5859375,1.6044921875,1.59521484375,-6.184895833333333,True,0.12491816282126579,0.3936598300933838,True,,,False
367,1.578125,1.6005859375,1.58935546875,-7.486979166666666,True,0.15122022379980246,0.3849372863769531,True,,,False
368,1.5732421875,1.5830078125,1.578125,-3.2552083333333335,True,0.06574947675689577,0.38311243057250977,True,,,False
369,1.5361328125,1.572265625,1.55419921875,-12.044270833333334,True,0.24326885608054474,0.39077019691467285,True,,,False
370,1.6064453125,1.6435546875,1.625,-12.369791666666666,True,0.24983242420265328,0.3915379047393799,True,,,False
371,1.4775390625,1.51171875,1.49462890625,-11.393229166666666,True,0.23012472018443433,0.39100170135498047,True,,,False
372,1.5830078125,1.5390625,1.56103515625,14.6484375,True,0.29587557316594515,0.38369226455688477,True,,,False
373,1.4912109375,1.6005859375,1.5458984375,-36.458333333333336,True,0.7363909775244231,0.38991522789001465,True,,,False
374,1.6015625,1.5849609375,1.59326171875,5.533854166666667,True,0.1117692576391753,0.388430118560791,True,,,False
375,1.603515625,1.6396484375,1.62158203125,-12.044270833333334,True,0.243258747966088,0.3832716941833496,True,,,False
376,1.5927734375,1.63671875,1.61474609375,-14.6484375,True,0.29588520569178245,0.39324092864990234,True,,,False
377,1.6201171875,1.619140625,1.61962890625,0.3255208333333333,True,0.006575032105923881,0.3849458694458008,True,,,False
378,1.5751953125,1.5263671875,1.55078125,16.276041666666668,True,0.3287310537562574,0.3827190399169922,True,,,False
379,1.6064453125,1.5068359375,1.556640625,33.203125,True,0.6706798864354625,0.38408613204956055,True,,,False
380,1.62890625,1.5986328125,1.61376953125,10.091145833333334,True,0.20382242217074245,0.38918590545654297,True,,,False
381,1.7080078125,1.623046875,1.66552734375,28.3203125,True,0.5720059272090533,0.3848855495452881,True,,,False
382,1.5546875,1.49609375,1.525390625,19.53125,True,0.3944871215879681,0.3828716278076172,True,,,False
383,1.5546875,1.5849609375,1.56982421875,-10.091145833333334,True,0.2038227600958337,0.40054845809936523,True,,,False
384,1.5556640625,1.56640625,1.56103515625,-3.5807291666666665,True,0.07232077554239251,0.38370180130004883,True,,,False
385,1.52734375,1.611328125,1.5693359375,-27.994791666666668,True,0.5654574531947798,0.3840925693511963,True,,,False
386,1.5546875,1.5849609375,1.56982421875,-10.091145833333334,True,0.20380617440941184,0.3983490467071533,True,,,False
387,1.578125,1.6220703125,1.60009765625,-14.6484375,True,0.29586319719281834,0.38593578338623047,True,,,False
388,1.65625,1.5390625,1.59765625,39.0625,True,0.7889288298429783,0.38439035415649414,True,,,False
389,1.708984375,1.5849609375,1.64697265625,41.341145833333336,True,0.834929809951793,0.38417792320251465,True,,,False
390,1.6103515625,1.5615234375,1.5859375,16.276041666666668,True,0.3287400957525963,0.400799036026001,True,,,False
391,1.6103515625,1.70703125,1.65869140625,-32.2265625,True,0.6509149127020252,0.3846864700317383,True,,,False
392,1.5810546875,1.5654296875,1.5732421875,5.208333333333333,True,0.10519152238764182,0.3869667053222656,True,,,False
393,1.5927734375,1.6318359375,1.6123046875,-13.020833333333334,True,0.26298691368481897,0.40502238273620605,True,,,False
394,1.5078125,1.513671875,1.5107421875,-1.953125,True,0.039447748010735736,0.49686551094055176,True,,,False
395,1.572265625,1.6298828125,1.60107421875,-19.205729166666668,True,0.3879297275089051,0.3968937397003174,True,,,False
396,1.7294921875,1.6689453125,1.69921875,20.182291666666668,True,0.4076245161319871,0.4041554927825928,True,,,False
397,1.5927734375,1.5927734375,1.5927734375,0.0,True,0.0,0.38698792457580566,True,,,False
398,1.5556640625,1.6318359375,1.59375,-25.390625,True,0.5127863225745168,0.3908071517944336,True,,,False
399,1.5947265625,1.583984375,1.58935546875,3.5807291666666665,True,0.0723197035974235,0.3989102840423584,True,,,False
400,1.5498046875,1.548828125,1.54931640625,0.3255208333333333,True,0.006574502790334996,0.393355131149292,True,,,False
401,1.6416015625,1.5771484375,1.609375,21.484375,True,0.43395528758632573,0.5378711223602295,True,,,False
402,1.509765625,1.54296875,1.5263671875,-11.067708333333334,True,0.22353817343077415,0.3875770568847656,True,,,False
403,1.5986328125,1.64453125,1.62158203125,-15.299479166666666,True,0.3090274477267796,0.3977046012878418,True,,,False
404,1.5625,1.5771484375,1.56982421875,-4.8828125,True,0.09862011946120715,0.38632869720458984,True,,,False
405,1.578125,1.599609375,1.5888671875,-7.161458333333333,True,0.1446387087097997,0.38507986068725586,True,,,False
406,1.611328125,1.59375,1.6025390625,5.859375,True,0.1183385065999629,0.39172887802124023,True,,,False
407,1.6240234375,1.6318359375,1.6279296875,-2.6041666666666665,True,0.05259950868336475,0.38585376739501953,True,,,False
408,1.6474609375,1.5576171875,1.6025390625,29.947916666666664,True,0.6048510753205547,0.384838342666626,True,,,False
409,1.6298828125,1.5654296875,1.59765625,21.484375,True,0.43393141004059516,0.39372968673706055,True,,,False
410,1.6005859375,1.595703125,1.59814453125,1.6276041666666667,True,0.03287354295527484,0.3865194320678711,True,,,False
411,1.5927734375,1.5654296875,1.5791015625,9.114583333333334,True,0.1840914040113478,0.38663721084594727,True,,,False
412,1.623046875,1.548828125,1.5859375,24.739583333333332,True,0.49969934135818594,0.38727831840515137,True,,,False
413,1.6005859375,1.64453125,1.62255859375,-14.6484375,True,0.29586136526787066,0.3908679485321045,True,,,False
414,1.5947265625,1.544921875,1.56982421875,16.6015625,True,0.33530207700805864,0.38500356674194336,True,,,False
415,1.720703125,1.6435546875,1.68212890625,25.716145833333332,True,0.519401792169674,0.38558340072631836,True,,,False
416,1.587890625,1.6611328125,1.62451171875,-24.4140625,True,0.4931075067922935,0.3901088237762451,True,,,False
417,1.6240234375,1.59375,1.60888671875,10.091145833333334,True,0.20382156772328947,0.3862886428833008,True,,,False
418,1.5810546875,1.6435546875,1.6123046875,-20.833333333333332,True,0.420778325247254,0.3870117664337158,True,,,False
419,1.5791015625,1.61328125,1.59619140625,-11.393229166666666,True,0.23011988973868786,0.39207911491394043,True,,,False
420,1.5634765625,1.6240234375,1.59375,-20.182291666666668,True,0.4076197665344778,0.38509249687194824,True,,,False
421,1.5751953125,1.6123046875,1.59375,-12.369791666666666,True,0.24984607795312222,0.3872506618499756,True,,,False
422,1.626953125,1.5986328125,1.61279296875,9.440104166666666,True,0.1906813927352731,0.38509702682495117,True,,,False
423,1.544921875,1.5615234375,1.55322265625,-5.533854166666667,True,0.1117695533164034,0.39308738708496094,True,,,False
424,1.623046875,1.5654296875,1.59423828125,19.205729166666668,True,0.38790918110416595,0.38646769523620605,True,,,False
425,1.60546875,1.669921875,1.6376953125,-21.484375,True,0.43390565289826544,0.3846769332885742,True,,,False
426,1.5673828125,1.5732421875,1.5703125,-1.953125,True,0.03944919280839925,0.40172791481018066,True,,,False
427,1.6630859375,1.55078125,1.60693359375,37.434895833333336,True,0.7561306312938479,0.38482046127319336,True,,,False
428,1.654296875,1.6015625,1.6279296875,17.578125,True,0.35504998468816573,0.38463282585144043,True,,,False
429,1.591796875,1.58203125,1.5869140625,3.2552083333333335,True,0.06574537740658964,0.3895556926727295,True,,,False
430,1.6357421875,1.626953125,1.63134765625,2.9296875,True,0.059172692572108596,0.39136481285095215,True,,,False
431,1.6572265625,1.5166015625,1.5869140625,46.875,True,0.9467396783616383,0.3858489990234375,True,,,False
432,1.5888671875,1.78125,1.68505859375,-64.12760416666667,True,1.2951268501470843,0.3859281539916992,True,,,False
433,1.56640625,1.669921875,1.6181640625,-34.505208333333336,True,0.6969340097521947,0.397874116897583,True,,,False
434,1.5712890625,1.6298828125,1.6005859375,-19.53125,True,0.3944779640472411,0.3896186351776123,True,,,False
435,1.541015625,1.4541015625,1.49755859375,28.971354166666664,True,0.5851191061020843,0.3869028091430664,True,,,False
436,1.5830078125,1.6318359375,1.607421875,-16.276041666666668,True,0.32872759566077137,0.3916020393371582,True,,,False
437,1.654296875,1.666015625,1.66015625,-3.90625,True,0.07889650406013436,0.3922882080078125,True,,,False
438,1.52734375,1.52734375,1.52734375,0.0,True,0.0,0.38614606857299805,True,,,False
439,1.5908203125,1.5341796875,1.5625,18.880208333333332,True,0.38132041778772197,0.389798641204834,True,,,False
440,1.591796875,1.6123046875,1.60205078125,-6.8359375,True,0.1380614009203069,0.3982815742492676,True,,,False
441,1.6044921875,1.6162109375,1.6103515625,-3.90625,True,0.07889541558831299,0.3856391906738281,True,,,False
442,1.5732421875,1.64453125,1.60888671875,-23.763020833333332,True,0.47997377300204946,0.38671231269836426,True,,,False
443,1.5927734375,1.61328125,1.60302734375,-6.8359375,True,0.13807305104598022,0.3980858325958252,True,,,False
444,1.5224609375,1.63671875,1.57958984375,-38.0859375,True,0.7692331893028129,0.39165353775024414,True,,,False
445,1.5830078125,1.57421875,1.57861328125,2.9296875,True,0.05917602847863378,0.38366079330444336,True,,,False
446,1.6142578125,1.5927734375,1.603515625,7.161458333333333,True,0.1446388114737616,0.39397382736206055,True,,,False
447,1.666015625,1.6396484375,1.65283203125,8.7890625,True,0.1775195865058967,0.39514589309692383,True,,,False
448,1.6318359375,1.6298828125,1.630859375,0.6510416666666666,True,0.01314960334726297,0.3869349956512451,True,,,False
449,1.615234375,1.6083984375,1.61181640625,2.2786458333333335,True,0.04602088137094874,0.3837597370147705,True,,,False
450,1.583984375,1.6123046875,1.59814453125,-9.440104166666666,True,0.19065518297817458,0.3901212215423584,True,,,False
451,1.5517578125,1.634765625,1.59326171875,-27.669270833333332,True,0.5588753379782293,0.3859081268310547,True,,,False
452,1.62109375,1.712890625,1.6669921875,-30.598958333333332,True,0.6180155049548326,0.3851637840270996,True,,,False
453,1.53125,1.5341796875,1.53271484375,-0.9765625,True,0.019723947450047196,0.3914313316345215,True,,,False
454,1.5419921875,1.546875,1.54443359375,-1.6276041666666667,True,0.032874020920820986,0.391660213470459,True,,,False
455,1.6953125,1.62109375,1.658203125,24.739583333333332,True,0.499672826904018,0.3845388889312744,True,,,False
456,1.6484375,1.615234375,1.6318359375,11.067708333333334,True,0.22353857835517557,0.38506197929382324,True,,,False
457,1.5869140625,1.578125,1.58251953125,2.9296875,True,0.05917482659272164,0.39756345748901367,True,,,False
458,1.6591796875,1.6767578125,1.66796875,-5.859375,True,0.11834735743555912,0.385822057723999,True,,,False
459,1.611328125,1.5673828125,1.58935546875,14.6484375,True,0.29586518476219587,0.3850874900817871,True,,,False
460,1.5673828125,1.548828125,1.55810546875,6.184895833333333,True,0.12492390885174935,0.39270472526550293,True,,,False
461,1.677734375,1.6337890625,1.65576171875,14.6484375,True,0.2958571772741231,0.3841283321380615,True,,,False
462,1.6884765625,1.5986328125,1.6435546875,29.947916666666664,True,0.6048749634423284,0.3871293067932129,True,,,False
463,1.6279296875,1.583984375,1.60595703125,14.6484375,True,0.2958778722601041,0.3931233882904053,True,,,False
464,1.5380859375,1.466796875,1.50244140625,23.763020833333332,True,0.4799175126934661,0.3857541084289551,True,,,False
465,1.6318359375,1.6318359375,1.6318359375,0.0,True,0.0,0.3852837085723877,True,,,False
466,1.603515625,1.5595703125,1.58154296875,14.6484375,True,0.29586510613733924,0.38633203506469727,True,,,False
467,1.615234375,1.55078125,1.5830078125,21.484375,True,0.4339308037277343,0.39949584007263184,True,,,False
468,1.615234375,1.548828125,1.58203125,22.135416666666668,True,0.44705337258253963,0.3840038776397705,True,,,False
469,1.634765625,1.6611328125,1.64794921875,-8.7890625,True,0.17752687225575703,0.3860039710998535,True,,,False
470,1.599609375,1.658203125,1.62890625,-19.53125,True,0.39447720042377826,0.3914296627044678,True,,,False
471,1.5,1.48828125,1.494140625,3.90625,True,0.07889800120066437,0.3850734233856201,True,,,False
472,1.63671875,1.599609375,1.6181640625,12.369791666666666,True,0.24983338987869302,0.3865211009979248,True,,,False
473,1.5927734375,1.5361328125,1.564453125,18.880208333333332,True,0.3813249870679376,0.39229297637939453,True,,,False
474,1.521484375,1.5595703125,1.54052734375,-12.6953125,True,0.2564071279038607,0.39118194580078125,True,,,False
475,1.5751953125,1.572265625,1.57373046875,0.9765625,True,0.019723945214228517,0.3854835033416748,True,,,False
476,1.619140625,1.5703125,1.5947265625,16.276041666666668,True,0.32874034130264507,0.4909493923187256,True,,,False
477,1.5263671875,1.5107421875,1.5185546875,5.208333333333333,True,0.10519533666193064,0.39876508712768555,True,,,False
478,1.5576171875,1.576171875,1.56689453125,-6.184895833333333,True,0.124915942535001,0.38503479957580566,True,,,False
479,1.6435546875,1.5712890625,1.607421875,24.088541666666668,True,0.4864981405754747,0.3849637508392334,True,,,False
480,1.6357421875,1.6171875,1.62646484375,6.184895833333333,True,0.12491750161790383,0.40569543838500977,True,,,False
481,1.6357421875,1.640625,1.63818359375,-1.6276041666666667,True,0.032873287943349795,0.3887159824371338,True,,,False
482,1.671875,1.6201171875,1.64599609375,17.252604166666668,True,0.3484543560609088,0.3865377902984619,True,,,False
483,1.5634765625,1.5625,1.56298828125,0.3255208333333333,True,0.0065748325565956126,0.3938932418823242,True,,,False
484,1.6865234375,1.478515625,1.58251953125,69.3359375,True,1.4003307646330896,0.37027716636657715,True,,,False
485,1.5458984375,1.6806640625,1.61328125,-44.921875,True,0.9073100963287769,0.3901991844177246,True,,,False
486,1.55078125,1.5703125,1.560546875,-6.510416666666667,True,0.1315031436875311,0.3855552673339844,True,,,False
487,1.62109375,1.6435546875,1.63232421875,-7.486979166666666,True,0.1512132447290673,0.39243245124816895,True,,,False
488,1.6923828125,1.64453125,1.66845703125,15.950520833333332,True,0.3221631187593018,0.3836042881011963,True,,,False
489,1.6533203125,1.66796875,1.66064453125,-4.8828125,True,0.09862138015974284,0.3851354122161865,True,,,False
490,1.603515625,1.6455078125,1.62451171875,-13.997395833333334,True,0.2827076419739175,0.3918905258178711,True,,,False
491,1.703125,1.5869140625,1.64501953125,38.736979166666664,True,0.7824110455926611,0.3844115734100342,True,,,False
492,1.6005859375,1.65625,1.62841796875,-18.5546875,True,0.37473755122397423,0.3873171806335449,True,,,False
493,1.599609375,1.5908203125,1.59521484375,2.9296875,True,0.05917265395823398,0.3930478096008301,True,,,False
494,1.5302734375,1.59765625,1.56396484375,-22.4609375,True,0.45364775205268626,0.3920145034790039,True,,,False
495,1.5126953125,1.5634765625,1.5380859375,-16.927083333333332,True,0.34189714840752755,0.38351964950561523,True,,,False
496,1.6328125,1.6142578125,1.62353515625,6.184895833333333,True,0.12491352404301298,0.38486671447753906,True,,,False
497,1.634765625,1.6533203125,1.64404296875,-6.184895833333333,True,0.12492224023680727,0.3893866539001465,True,,,False
498,1.6083984375,1.576171875,1.59228515625,10.7421875,True,0.21697228352500733,0.3831470012664795,True,,,False
499,1.658203125,1.6474609375,1.65283203125,3.5807291666666665,True,0.07232152962624584,0.3860759735107422,True,,,False
500,1.673828125,1.6123046875,1.64306640625,20.5078125,True,0.4142011888899672,4.991909980773926,True,1.596652243120609,0.28688524590163933,False
501,1.54296875,1.5029296875,1.52294921875,13.346354166666666,True,0.269564185263853,0.6766915321350098,True,,,False
502,1.673828125,1.66015625,1.6669921875,4.557291666666667,True,0.0920524955137445,0.3843045234680176,True,,,False
503,1.4736328125,1.505859375,1.48974609375,-10.7421875,True,0.21695450036016342,0.38701415061950684,True,,,False
504,1.5869140625,1.5654296875,1.576171875,7.161458333333333,True,0.14465070587366044,0.3844780921936035,True,,,False
505,1.625,1.7060546875,1.66552734375,-27.018229166666668,True,0.545659074207144,0.39550065994262695,True,,,False
