step,loss_plus,loss_minus,train_loss,d_h,d_h_finite,update_norm,seconds,scale_refreshed,eval_loss,eval_acc,nan_flag
36,1.75390625,1.673828125,1.7138671875,26.692708333333332,True,0.5391143677743978,0.3866150379180908,True,,,False
37,1.767578125,1.5888671875,1.67822265625,59.5703125,True,1.2032262400897646,0.38402390480041504,True,,,False
38,1.7255859375,1.6455078125,1.685546875,26.692708333333332,True,0.5391298087113364,0.40085339546203613,True,,,False
39,1.6943359375,1.55859375,1.62646484375,45.247395833333336,True,0.9138900735659257,0.38593077659606934,True,,,False
40,1.6015625,1.650390625,1.6259765625,-16.276041666666668,True,0.3287307595447908,0.38562464714050293,True,,,False
41,1.6533203125,1.6474609375,1.650390625,1.953125,True,0.03944859917401945,0.40053272247314453,True,,,False
42,1.5986328125,1.7685546875,1.68359375,-56.640625,True,1.1439490562733372,0.38411712646484375,True,,,False
43,1.826171875,1.6650390625,1.74560546875,53.7109375,True,1.0847563854471531,0.38750696182250977,True,,,False
44,1.8642578125,1.6640625,1.76416015625,66.73177083333333,True,1.3478431739458487,0.39041924476623535,True,,,False
45,1.689453125,1.7119140625,1.70068359375,-7.486979166666666,True,0.1512235706360742,0.3918893337249756,True,,,False
46,1.69921875,1.8408203125,1.77001953125,-47.200520833333336,True,0.9533717718096567,0.4944300651550293,True,,,False
47,1.5859375,1.748046875,1.6669921875,-54.036458333333336,True,1.091382809208609,0.4013059139251709,True,,,False
48,1.5869140625,1.6669921875,1.626953125,-26.692708333333332,True,0.5390776348951923,0.3943328857421875,True,,,False
49,1.63671875,1.6787109375,1.65771484375,-13.997395833333334,True,0.28271786979912267,0.38524293899536133,True,,,False
50,1.693359375,1.7255859375,1.70947265625,-10.7421875,True,0.21695570760537594,0.3900747299194336,True,,,False
51,1.5693359375,1.5751953125,1.572265625,-1.953125,True,0.039447473878061724,0.40134549140930176,True,,,False
52,1.609375,1.62109375,1.615234375,-3.90625,True,0.07889699237894507,0.39470386505126953,True,,,False
53,1.6015625,1.7216796875,1.66162109375,-40.0390625,True,0.808662156754659,0.39949464797973633,True,,,False
54,1.7734375,1.6474609375,1.71044921875,41.9921875,True,0.8481360906424429,0.4139726161956787,True,,,False
55,1.6103515625,1.8681640625,1.7392578125,-85.9375,True,1.7357596413929401,0.3971669673919678,True,,,False
56,1.6015625,1.8779296875,1.73974609375,-92.12239583333333,True,1.8606560593134804,0.3944110870361328,True,,,False
57,1.5625,1.716796875,1.6396484375,-51.432291666666664,True,1.038820266388858,0.40187931060791016,True,,,False
58,1.7294921875,1.7763671875,1.7529296875,-15.625,True,0.3155572691484199,0.3908848762512207,True,,,False
59,1.556640625,1.6337890625,1.59521484375,-25.716145833333332,True,0.5193829703823851,0.39050984382629395,True,,,False
60,1.607421875,1.6689453125,1.63818359375,-20.5078125,True,0.4142016759648836,0.38901543617248535,True,,,False
61,1.595703125,1.70703125,1.6513671875,-37.109375,True,0.7495396021970503,0.4009425640106201,True,,,False
62,1.6669921875,1.541015625,1.60400390625,41.9921875,True,0.848157729399967,0.4156825542449951,True,,,False
63,1.615234375,1.6357421875,1.62548828125,-6.8359375,True,0.1380695979506387,0.3920748233795166,True,,,False
64,1.6318359375,1.7880859375,1.7099609375,-52.083333333333336,True,1.0519034470639523,0.39765477180480957,True,,,False
65,1.6435546875,1.615234375,1.62939453125,9.440104166666666,True,0.19066637269662326,0.39105987548828125,True,,,False
66,1.57421875,1.6005859375,1.58740234375,-8.7890625,True,0.17751297766140403,0.3902277946472168,True,,,False
67,1.6005859375,1.5576171875,1.5791015625,14.322916666666666,True,0.28927820878625815,0.40125155448913574,True,,,False
68,1.6650390625,1.6416015625,1.6533203125,7.8125,True,0.1577863143232191,0.3896491527557373,True,,,False
69,1.6123046875,1.5703125,1.59130859375,13.997395833333334,True,0.2827322758533059,0.38760995864868164,True,,,False
70,1.6962890625,1.73046875,1.71337890625,-11.393229166666666,True,0.23011671878574624,0.3955802917480469,True,,,False
71,1.65234375,1.6689453125,1.66064453125,-5.533854166666667,True,0.11176899827507453,0.38806700706481934,True,,,False
72,1.5322265625,1.572265625,1.55224609375,-13.346354166666666,True,0.2695367957420246,0.38469767570495605,True,,,False
73,1.6845703125,1.724609375,1.70458984375,-13.346354166666666,True,0.26956088159422914,0.3855288028717041,True,,,False
74,1.57421875,1.6181640625,1.59619140625,-14.6484375,True,0.2958603700560799,0.3947722911834717,True,,,False
75,1.57421875,1.7080078125,1.64111328125,-44.596354166666664,True,0.9007667274046649,0.38498830795288086,True,,,False
76,1.6015625,1.6904296875,1.64599609375,-29.622395833333332,True,0.5983075899769645,0.3855159282684326,True,,,False
77,1.673828125,1.67578125,1.6748046875,-0.6510416666666666,True,0.013149517087196902,0.3958706855773926,True,,,False
78,1.5859375,1.544921875,1.5654296875,13.671875,True,0.27613495314100467,0.3844761848449707,True,,,False
79,1.5986328125,1.6416015625,1.6201171875,-14.322916666666666,True,0.2892830241370987,0.3850672245025635,True,,,False
80,1.666015625,1.6240234375,1.64501953125,13.997395833333334,True,0.2826992966897755,0.3835124969482422,True,,,False
81,1.625,1.6318359375,1.62841796875,-2.2786458333333335,True,0.046021434318105445,0.3953425884246826,True,,,False
82,1.6708984375,1.7080078125,1.689453125,-12.369791666666666,True,0.2498454294015339,0.3853774070739746,True,,,False
83,1.57421875,1.6181640625,1.59619140625,-14.6484375,True,0.2958764762341641,0.3827402591705322,True,,,False
84,1.6953125,1.6142578125,1.65478515625,27.018229166666668,True,0.545731775029379,0.39856863021850586,True,,,False
85,1.6083984375,1.611328125,1.60986328125,-0.9765625,True,0.019724343632264902,0.3829917907714844,True,,,False
86,1.76171875,1.568359375,1.6650390625,64.453125,True,1.301784625431353,0.38280701637268066,True,,,False
87,1.61328125,1.6728515625,1.64306640625,-19.856770833333332,True,0.4010320059365148,0.40426135063171387,True,,,False
88,1.568359375,1.6943359375,1.63134765625,-41.9921875,True,0.8481383614176985,0.38475632667541504,True,,,False
89,1.697265625,1.740234375,1.71875,-14.322916666666666,True,0.28929689345744947,0.3845946788787842,True,,,False
90,1.53515625,1.5693359375,1.55224609375,-11.393229166666666,True,0.23011798027957883,0.38613009452819824,True,,,False
91,1.6318359375,1.634765625,1.63330078125,-0.9765625,True,0.019725005414147456,0.39635729789733887,True,,,False
92,1.4765625,1.423828125,1.4501953125,17.578125,True,0.3550329405159435,0.3851785659790039,True,,,False
93,1.6015625,1.65625,1.62890625,-18.229166666666668,True,0.36817964542174497,0.3846590518951416,True,,,False
94,1.5439453125,1.6591796875,1.6015625,-38.411458333333336,True,0.7758253760988976,0.39115071296691895,True,,,False
95,1.6259765625,1.5849609375,1.60546875,13.671875,True,0.27613121746738856,0.39013051986694336,True,,,False
96,1.7001953125,1.6162109375,1.658203125,27.994791666666668,True,0.5654467744878788,0.38570713996887207,True,,,False
97,1.60546875,1.6435546875,1.62451171875,-12.6953125,True,0.256406289105435,0.38416552543640137,True,,,False
98,1.6064453125,1.67578125,1.64111328125,-23.111979166666668,True,0.4667835717357412,0.38910818099975586,True,,,False
99,1.681640625,1.755859375,1.71875,-24.739583333333332,True,0.4996713833557294,0.38477063179016113,True,,,False
100,1.70703125,1.626953125,1.6669921875,26.692708333333332,True,0.539089156663032,0.38491034507751465,True,,,False
101,1.6865234375,1.6298828125,1.658203125,18.880208333333332,True,0.38131658110583755,0.5467603206634521,True,,,False
102,1.6171875,1.69921875,1.658203125,-27.34375,True,0.5522788790006223,0.3843674659729004,True,,,False
103,1.625,1.544921875,1.5849609375,26.692708333333332,True,0.5391347932702185,0.38317298889160156,True,,,False
104,1.6435546875,1.7080078125,1.67578125,-21.484375,True,0.4339237443333605,0.3927152156829834,True,,,False
105,1.787109375,1.712890625,1.75,24.739583333333332,True,0.499687127087789,0.38520145416259766,True,,,False
106,1.73828125,1.7060546875,1.72216796875,10.7421875,True,0.2169756942156985,0.3861417770385742,True,,,False
107,1.525390625,1.5390625,1.5322265625,-4.557291666666667,True,0.09204498277420169,0.3902549743652344,True,,,False
108,1.646484375,1.6025390625,1.62451171875,14.6484375,True,0.2958702765354795,0.38907456398010254,True,,,False
109,1.6357421875,1.6337890625,1.634765625,0.6510416666666666,True,0.013148709748056533,0.384096622467041,True,,,False
110,1.619140625,1.6318359375,1.62548828125,-4.231770833333333,True,0.08546981680630995,0.3836050033569336,True,,,False
111,1.603515625,1.58203125,1.5927734375,7.161458333333333,True,0.1446431903035342,0.39013004302978516,True,,,False
112,1.6435546875,1.640625,1.64208984375,0.9765625,True,0.01972425827108023,0.3841879367828369,True,,,False
113,1.6552734375,1.640625,1.64794921875,4.8828125,True,0.09861843590663744,0.3851296901702881,True,,,False
114,1.6064453125,1.6533203125,1.6298828125,-15.625,True,0.3155795588090152,0.3961338996887207,True,,,False
115,1.6884765625,1.61328125,1.65087890625,25.065104166666668,True,0.5062466319547123,0.3832528591156006,True,,,False
116,1.6484375,1.6328125,1.640625,5.208333333333333,True,0.10519576997016492,0.38498878479003906,True,,,False
117,1.6044921875,1.5888671875,1.5966796875,5.208333333333333,True,0.10519678564629492,0.3846123218536377,True,,,False
118,1.69140625,1.73046875,1.7109375,-13.020833333333334,True,0.2629772393898848,0.39060497283935547,True,,,False
119,1.62890625,1.6171875,1.623046875,3.90625,True,0.07889094422685423,0.3842906951904297,True,,,False
120,1.611328125,1.640625,1.6259765625,-9.765625,True,0.19723648933612203,0.38347864151000977,True,,,False
121,1.861328125,1.814453125,1.837890625,15.625,True,0.3155847736931382,0.3832132816314697,True,,,False
122,1.71875,1.703125,1.7109375,5.208333333333333,True,0.10519489432527841,0.38608551025390625,True,,,False
123,1.6728515625,1.6337890625,1.6533203125,13.020833333333334,True,0.26298871623663544,0.3852205276489258,True,,,False
124,1.59375,1.5146484375,1.55419921875,26.3671875,True,0.5325542172109703,0.38358426094055176,True,,,False
125,1.666015625,1.701171875,1.68359375,-11.71875,True,0.23668403999919022,0.39523768424987793,True,,,False
126,1.580078125,1.6533203125,1.61669921875,-24.4140625,True,0.4931446457041363,0.3850271701812744,True,,,False
127,1.6025390625,1.5302734375,1.56640625,24.088541666666668,True,0.48655768521688414,0.3843555450439453,True,,,False
128,1.6533203125,1.681640625,1.66748046875,-9.440104166666666,True,0.190657990648386,0.3984405994415283,True,,,False
129,1.765625,1.66796875,1.716796875,32.552083333333336,True,0.657471837391081,0.3841245174407959,True,,,False
130,1.5703125,1.7275390625,1.64892578125,-52.408854166666664,True,1.0584702371451247,0.38542795181274414,True,,,False
131,1.6474609375,1.64453125,1.64599609375,0.9765625,True,0.01972508148248728,0.39292025566101074,True,,,False
132,1.6611328125,1.6630859375,1.662109375,-0.6510416666666666,True,0.013149103261527002,0.3905320167541504,True,,,False
133,1.5625,1.6142578125,1.58837890625,-17.252604166666668,True,0.34847299774890667,0.39002323150634766,True,,,False
134,1.6298828125,1.6162109375,1.623046875,4.557291666666667,True,0.09204460171587743,0.4953916072845459,True,,,False
135,1.7080078125,1.5947265625,1.6513671875,37.760416666666664,True,0.7626068904717044,0.4001030921936035,True,,,False
136,1.650390625,1.642578125,1.646484375,2.6041666666666665,True,0.05259823425834308,0.3896148204803467,True,,,False
137,1.56640625,1.541015625,1.5537109375,8.463541666666666,True,0.17093230593341233,0.3840188980102539,True,,,False
138,1.578125,1.701171875,1.6396484375,-41.015625,True,0.8283981311744091,0.40428996086120605,True,,,False
139,1.6328125,1.626953125,1.6298828125,1.953125,True,0.039448012849765866,0.38764357566833496,True,,,False
140,1.6591796875,1.6845703125,1.671875,-8.463541666666666,True,0.17093906900967482,0.3872518539428711,True,,,False
141,1.7451171875,1.5390625,1.64208984375,68.68489583333333,True,1.3872791494424033,0.39171719551086426,True,,,False
142,1.673828125,1.6337890625,1.65380859375,13.346354166666666,True,0.26957934891590773,0.38471508026123047,True,,,False
143,1.73046875,1.712890625,1.7216796875,5.859375,True,0.11834155802424708,0.38605499267578125,True,,,False
144,1.748046875,1.6767578125,1.71240234375,23.763020833333332,True,0.4799423154835085,0.391787052154541,True,,,False
145,1.6982421875,1.6142578125,1.65625,27.994791666666668,True,0.5654320801189949,0.3856465816497803,True,,,False
146,1.6181640625,1.61328125,1.61572265625,1.6276041666666667,True,0.032872333042568536,0.38584017753601074,True,,,False
147,1.5712890625,1.5927734375,1.58203125,-7.161458333333333,True,0.14463875460488598,0.38454699516296387,True,,,False
148,1.5888671875,1.7119140625,1.650390625,-41.015625,True,0.8284079440044337,0.39105868339538574,True,,,False
149,1.6494140625,1.6533203125,1.6513671875,-1.3020833333333333,True,0.026298359352478602,0.39072322845458984,True,,,False
150,1.662109375,1.5859375,1.6240234375,25.390625,True,0.5128182286161528,0.3874063491821289,True,,,False
151,1.59375,1.728515625,1.6611328125,-44.921875,True,0.9072205097767949,0.3947889804840088,True,,,False
152,1.62109375,1.7939453125,1.70751953125,-57.6171875,True,1.16370295006768,0.3864874839782715,True,,,False
153,1.634765625,1.560546875,1.59765625,24.739583333333332,True,0.499681393867567,0.38912463188171387,True,,,False
154,1.6142578125,1.6416015625,1.6279296875,-9.114583333333334,True,0.18408881924683118,0.3958160877227783,True,,,False
155,1.5771484375,1.5654296875,1.5712890625,3.90625,True,0.07889693314211721,0.3864271640777588,True,,,False
156,1.6279296875,1.64453125,1.63623046875,-5.533854166666667,True,0.11176436672310336,0.38234519958496094,True,,,False
157,1.6181640625,1.5703125,1.59423828125,15.950520833333332,True,0.32214778633966373,0.39348745346069336,True,,,False
158,1.603515625,1.6640625,1.6337890625,-20.182291666666668,True,0.4076446360908906,0.39554548263549805,True,,,False
159,1.6552734375,1.615234375,1.63525390625,13.346354166666666,True,0.2695589593265767,0.3896312713623047,True,,,False
160,1.609375,1.6787109375,1.64404296875,-23.111979166666668,True,0.46679753119727124,0.3871276378631592,True,,,False
161,1.564453125,1.671875,1.6181640625,-35.807291666666664,True,0.7232251290113851,0.39331817626953125,True,,,False
162,1.630859375,1.5556640625,1.59326171875,25.065104166666668,True,0.5062518933733425,0.39189982414245605,True,,,False
163,1.6298828125,1.642578125,1.63623046875,-4.231770833333333,True,0.08547439824814304,0.38953638076782227,True,,,False
164,1.626953125,1.6748046875,1.65087890625,-15.950520833333332,True,0.3221602379830195,0.39696836471557617,True,,,False
165,1.6611328125,1.6123046875,1.63671875,16.276041666666668,True,0.3287235746382408,0.3987092971801758,True,,,False
166,1.59375,1.5654296875,1.57958984375,9.440104166666666,True,0.1906683619542845,0.3884239196777344,True,,,False
167,1.6630859375,1.6064453125,1.634765625,18.880208333333332,True,0.3813381502876409,0.38628578186035156,True,,,False
168,1.5615234375,1.6123046875,1.5869140625,-16.927083333333332,True,0.34187712484918714,0.4000816345214844,True,,,False
169,1.603515625,1.568359375,1.5859375,11.71875,True,0.23669946771667577,0.38826799392700195,True,,,False
170,1.62109375,1.615234375,1.6181640625,1.953125,True,0.039448463044641766,0.38635921478271484,True,,,False
171,1.5537109375,1.5888671875,1.5712890625,-11.71875,True,0.23667390660211016,0.4007394313812256,True,,,False
172,1.6748046875,1.6201171875,1.6474609375,18.229166666666668,True,0.3681989121259622,0.3875744342803955,True,,,False
173,1.6015625,1.701171875,1.6513671875,-33.203125,True,0.670588531670158,0.3886749744415283,True,,,False
174,1.650390625,1.740234375,1.6953125,-29.947916666666664,True,0.6049110524280592,0.39040088653564453,True,,,False
175,1.6455078125,1.611328125,1.62841796875,11.393229166666666,True,0.23010525084744796,0.3895704746246338,True,,,False
176,1.6796875,1.72265625,1.701171875,-14.322916666666666,True,0.2892997967982349,0.3860788345336914,True,,,False
177,1.505859375,1.5029296875,1.50439453125,0.9765625,True,0.019725553277919267,0.39233875274658203,True,,,False
178,1.6337890625,1.6103515625,1.6220703125,7.8125,True,0.15779691466646745,0.38985276222229004,True,,,False
179,1.66796875,1.5927734375,1.63037109375,25.065104166666668,True,0.5062441327197416,0.3861720561981201,True,,,False
180,1.556640625,1.6591796875,1.60791015625,-34.1796875,True,0.6903224341763089,0.3856086730957031,True,,,False
181,1.5966796875,1.6376953125,1.6171875,-13.671875,True,0.2761276969121268,0.3933415412902832,True,,,False
182,1.5634765625,1.5615234375,1.5625,0.6510416666666666,True,0.01314973486447302,0.3827524185180664,True,,,False
183,1.69921875,1.6728515625,1.68603515625,8.7890625,True,0.1775229746392783,0.38576626777648926,True,,,False
184,1.626953125,1.66015625,1.6435546875,-11.067708333333334,True,0.22353298986189576,0.3855559825897217,True,,,False
185,1.5966796875,1.658203125,1.62744140625,-20.5078125,True,0.4141915018347322,0.3900566101074219,True,,,False
186,1.671875,1.7080078125,1.68994140625,-12.044270833333334,True,0.24325818796685522,0.3854532241821289,True,,,False
187,1.56640625,1.56640625,1.56640625,0.0,True,0.0,0.38462376594543457,True,,,False
188,1.5771484375,1.52734375,1.55224609375,16.6015625,True,0.3353184310774533,0.3868081569671631,True,,,False
189,1.7197265625,1.5576171875,1.638671875,54.036458333333336,True,1.0913726624856719,0.3857545852661133,True,,,False
190,1.654296875,1.7275390625,1.69091796875,-24.4140625,True,0.4930882477215264,0.38414907455444336,True,,,False
191,1.6494140625,1.6298828125,1.6396484375,6.510416666666667,True,0.13148973918601134,0.3928828239440918,True,,,False
192,1.568359375,1.75390625,1.6611328125,-61.84895833333333,True,1.2492162770954847,0.3828725814819336,True,,,False
193,1.67578125,1.673828125,1.6748046875,0.6510416666666666,True,0.013149251899027208,0.38541483879089355,True,,,False
194,1.630859375,1.572265625,1.6015625,19.53125,True,0.3944684966410524,0.38370490074157715,True,,,False
195,1.6337890625,1.572265625,1.60302734375,20.5078125,True,0.4142197896543709,0.3860609531402588,True,,,False
196,1.6064453125,1.6357421875,1.62109375,-9.765625,True,0.19723330103144676,0.38657188415527344,True,,,False
197,1.5595703125,1.6240234375,1.591796875,-21.484375,True,0.433926331478313,0.3859584331512451,True,,,False
198,1.66015625,1.6279296875,1.64404296875,10.7421875,True,0.2169620763340687,0.3915293216705322,True,,,False
199,1.5908203125,1.580078125,1.58544921875,3.5807291666666665,True,0.07232364282403862,0.3877131938934326,True,,,False
200,1.712890625,1.6552734375,1.68408203125,19.205729166666668,True,0.3878842511689159,0.383465051651001,True,,,False
201,1.5859375,1.611328125,1.5986328125,-8.463541666666666,True,0.17094286359851396,0.5466725826263428,True,,,False
202,1.6552734375,1.6416015625,1.6484375,4.557291666666667,True,0.09204715974777844,0.38818812370300293,True,,,False
203,1.560546875,1.6162109375,1.58837890625,-18.5546875,True,0.37473993669790223,0.3863551616668701,True,,,False
204,1.666015625,1.609375,1.6376953125,18.880208333333332,True,0.38132603780353097,0.385753870010376,True,,,False
205,1.591796875,1.685546875,1.638671875,-31.25,True,0.6311583801511672,0.3954768180847168,True,,,False
206,1.69140625,1.671875,1.681640625,6.510416666666667,True,0.13149012171410518,0.38306450843811035,True,,,False
207,1.7158203125,1.5966796875,1.65625,39.713541666666664,True,0.8021027108934404,0.38417983055114746,True,,,False
208,1.609375,1.6650390625,1.63720703125,-18.5546875,True,0.374751079589419,0.38891172409057617,True,,,False
209,1.552734375,1.6103515625,1.58154296875,-19.205729166666668,True,0.3878899326327966,0.38459277153015137,True,,,False
210,1.6455078125,1.6796875,1.66259765625,-11.393229166666666,True,0.23010104808089618,0.3911919593811035,True,,,False
211,1.5810546875,1.5908203125,1.5859375,-3.2552083333333335,True,0.06574493134077969,0.394702672958374,True,,,False
212,1.60546875,1.642578125,1.6240234375,-12.369791666666666,True,0.24983863683415058,0.3872826099395752,True,,,False
213,1.623046875,1.6923828125,1.65771484375,-23.111979166666668,True,0.46682549855725863,0.38486289978027344,True,,,False
214,1.583984375,1.701171875,1.642578125,-39.0625,True,0.7888778069279967,0.38527846336364746,True,,,False
215,1.546875,1.583984375,1.5654296875,-12.369791666666666,True,0.24983549789860596,0.385235071182251,True,,,False
216,1.6640625,1.642578125,1.6533203125,7.161458333333333,True,0.14464704982863338,0.48871493339538574,True,,,False
217,1.705078125,1.6044921875,1.65478515625,33.528645833333336,True,0.6772152027582607,0.3947865962982178,True,,,False
218,1.53125,1.5419921875,1.53662109375,-3.5807291666666665,True,0.07231708984551663,0.44272327423095703,True,,,False
219,1.5322265625,1.681640625,1.60693359375,-49.8046875,True,1.0059654725198854,0.3848452568054199,True,,,False
220,1.625,1.68359375,1.654296875,-19.53125,True,0.39448847244648755,0.3955810070037842,True,,,False
221,1.53515625,1.650390625,1.5927734375,-38.411458333333336,True,0.7758381386769272,0.3975980281829834,True,,,False
222,1.65234375,1.66015625,1.65625,-2.6041666666666665,True,0.05259606951980992,0.38457202911376953,True,,,False
223,1.6103515625,1.6552734375,1.6328125,-14.973958333333332,True,0.3024270553616878,0.38361239433288574,True,,,False
224,1.546875,1.615234375,1.5810546875,-22.786458333333332,True,0.46021973905788416,0.39005351066589355,True,,,False
225,1.6767578125,1.6201171875,1.6484375,18.880208333333332,True,0.3813040579826686,0.38847923278808594,True,,,False
226,1.5986328125,1.59375,1.59619140625,1.6276041666666667,True,0.03287418670591225,0.38516712188720703,True,,,False
227,1.5830078125,1.60546875,1.59423828125,-7.486979166666666,True,0.1512203738859556,0.385500431060791,True,,,False
228,1.5625,1.6982421875,1.63037109375,-45.247395833333336,True,0.9138721306237414,0.3939690589904785,True,,,False
229,1.5927734375,1.615234375,1.60400390625,-7.486979166666666,True,0.15121809384383403,0.38562607765197754,True,,,False
230,1.580078125,1.576171875,1.578125,1.3020833333333333,True,0.026299080897770662,0.3863556385040283,True,,,False
231,1.7529296875,1.646484375,1.69970703125,35.481770833333336,True,0.7166530748776095,0.39970827102661133,True,,,False
232,1.599609375,1.640625,1.6201171875,-13.671875,True,0.2761330606269084,0.39479804039001465,True,,,False
233,1.654296875,1.73046875,1.6923828125,-25.390625,True,0.5128208805368625,0.3884906768798828,True,,,False
234,1.6953125,1.6240234375,1.65966796875,23.763020833333332,True,0.4799379854103487,0.38668322563171387,True,,,False
235,1.564453125,1.6044921875,1.58447265625,-13.346354166666666,True,0.2695538990329237,0.39833498001098633,True,,,False
236,1.541015625,1.6728515625,1.60693359375,-43.9453125,True,0.8875775002907438,0.38637709617614746,True,,,False
237,1.6357421875,1.5712890625,1.603515625,21.484375,True,0.43391584601065,0.38620448112487793,True,,,False
238,1.6708984375,1.6259765625,1.6484375,14.973958333333332,True,0.3024422858171316,0.3999464511871338,True,,,False
239,1.7060546875,1.6220703125,1.6640625,27.994791666666668,True,0.5654105540583717,0.38654375076293945,True,,,False
240,1.7119140625,1.5263671875,1.619140625,61.84895833333333,True,1.2492382630482695,0.3902440071105957,True,,,False
241,1.58984375,1.626953125,1.6083984375,-12.369791666666666,True,0.2498404073418446,0.3943765163421631,True,,,False
242,1.6572265625,1.767578125,1.71240234375,-36.783854166666664,True,0.74292991441871,0.37088751792907715,True,,,False
243,1.5439453125,1.5791015625,1.5615234375,-11.71875,True,0.23669922433385623,0.38787221908569336,True,,,False
244,1.5556640625,1.552734375,1.55419921875,0.9765625,True,0.019724004426273305,0.3863999843597412,True,,,False
245,1.62109375,1.6708984375,1.64599609375,-16.6015625,True,0.33531022076558353,0.3959341049194336,True,,,False
246,1.6748046875,1.58203125,1.62841796875,30.924479166666664,True,0.6246177568070369,0.38610291481018066,True,,,False
247,1.6064453125,1.6611328125,1.6337890625,-18.229166666666668,True,0.3681950929932132,0.38735008239746094,True,,,False
248,1.599609375,1.6005859375,1.60009765625,-0.3255208333333333,True,0.006574631528838818,0.39405155181884766,True,,,False
249,1.638671875,1.626953125,1.6328125,3.90625,True,0.0788950092942569,0.391573429107666,True,,,False
250,1.466796875,1.49609375,1.4814453125,-9.765625,True,0.19724096057376278,0.38538646697998047,True,,,False
251,1.541015625,1.55078125,1.5458984375,-3.2552083333333335,True,0.06574601271270933,0.3857574462890625,True,,,False
252,1.638671875,1.6337890625,1.63623046875,1.6276041666666667,True,0.03287247202799359,0.3983609676361084,True,,,False
