d,Delta,G,L,n_dirs,h,A_true,envelope,rho_theory,rho_emp,vector_radius_error,V_dir,h_ref,W1_low,W1_high,W01_low,W01_high
1000,0.0001,10.0,0.1,256,1e-05,111.81129428434984,2500.2002039080994,25.074925115125193,1.1235440567995765,112466.76008563761,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,0.1,256,3e-05,73.4882931630168,277.9780137498777,2.7861031479038654,0.7433541814918124,74409.75356733042,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,0.1,256,0.0001,8.459737844979314,25.200600700099876,0.25075327076123877,0.08525685231912461,8534.210917144374,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,0.1,256,0.0003,0.933453522656396,2.981584877877653,0.027897207968919976,0.009369100187104197,937.84692872913,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,0.1,256,0.001,0.08994796765747021,0.4902799000998752,0.002909493706293707,0.0009068864314892511,90.77933179207403,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,0.1,256,0.003,0.029676211081343246,0.5886976778776531,0.0038966210678210694,0.0002993829222738337,29.968230519610753,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,0.1,256,0.01,0.2542385912013891,4.210699900099876,0.040225194805194826,0.0025594725841658087,256.20320567499743,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,0.1,256,0.03,2.2668348061973553,36.27247767787765,0.36180386502386513,0.022811948086128648,2283.476003421478,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,0.1,256,0.1,25.189897623585757,401.0002249001,4.0200122387612405,0.25349932332461456,25375.282264793917,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,0.1,256,0.3,226.71795327964406,3607.400202677878,36.18010791996894,2.2815774677262324,228385.90451939587,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,0.1,256,1.0,2519.1077951365833,40080.20020015011,402.0011988037064,25.351052482879897,2537640.3535362775,100100.0,0.0015803492474010033,5.007489425950746e-05,0.04987536730131598,0.00015835862204082859,0.01577118891017563
1000,0.0001,10.0,1.0,256,1e-08,111.81129428434984,2500000002.0019984,25074925.074925076,1.1235440567995765,112466.76008563761,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,3e-08,111.81129428434984,277777779.7797768,2786102.786102787,1.1235440567995765,112466.76008563761,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,1e-07,111.81129428434984,25000002.001999047,250749.25074925122,1.1235440567995765,112466.76008563761,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,3e-07,111.81129428434984,2777779.77977714,27861.02786103149,1.1235440567995765,112466.76008563761,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,1e-06,111.81129428434984,250002.002003009,2507.4925075327087,1.1235440567995765,112466.76008563761,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,3e-06,111.81129428434984,27779.779812850775,278.6102789720797,1.1235440567995765,112466.76008563761,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,1e-05,111.81129428434984,2502.0023998009983,25.074929094937065,1.1235440567995765,112466.76008563761,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,3e-05,73.4436171768537,279.7833839787765,2.7861389662106784,0.742899585444783,74364.24850302277,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,0.0001,8.455063301237844,27.04207900099875,0.25115125194805193,0.08521696911399608,8530.218608311008,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,0.0003,0.950056923910745,5.140496778776529,0.031479038650238655,0.009527455406032307,953.6982861438339,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,0.001,0.35391244688340734,6.259999000998752,0.04270761238761239,0.003554629468666126,355.8184098134792,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,0.003,2.262173764372432,38.10177677877653,0.3620796891996893,0.02277375733027933,2279.653108760961,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,0.01,25.208702477945934,402.80449900099876,4.020037062937063,0.25369748197160497,25395.117945357655,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,0.03,226.71584304100952,3609.202276778776,36.18011067821068,2.2815522897320895,228383.38420218218,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,0.1,2519.0988071071497,40082.002024001,402.0011990519482,25.350965767052188,2537631.673281924,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,0.3,22671.9811047369,360722.0020017788,3618.01078923865,228.15959496511343,22838775.456007853,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.0001,10.0,1.0,256,1.0,251911.062618243,4008002.001999251,40200.119880122395,2535.108112010659,253764322.012267,100100.0,0.0004997503120320105,5.0077393277472574e-05,0.004987287836494369,0.0001591631613402228,0.0015691468570558976
1000,0.001,1.0,0.1,256,1e-08,1.1181129428434984,2500000000.2001996,2507492507.4925075,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,3e-08,1.1181129428434984,277777777.9779777,278610278.6102786,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,1e-07,1.1181129428434984,25000000.200199902,25074925.074925076,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,3e-07,1.1181129428434984,2777777.977977682,2786102.78610279,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,1e-06,1.1181129428434984,250000.20019994018,250749.250749291,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,3e-06,1.1181129428434984,27777.977978038594,27861.02786138966,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,1e-05,1.1181129428434984,2500.2002039080994,2507.4925115125193,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,3e-05,1.1181129428434984,277.9780137498777,278.61031479038655,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,0.0001,1.1181129428434984,25.200600700099876,25.075327076123877,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,0.0003,0.7302018290377936,2.981584877877653,2.7897207968919973,0.7385891918552342,739.3277810470894,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,0.001,0.08672374977884038,0.4902799000998752,0.29094937062937065,0.0874748860543119,87.56236094036622,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,0.003,0.031768544201859594,0.5886976778776531,0.3896621067821069,0.03184981429089069,31.881664105181578,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,0.01,0.2546575734001487,4.210699900099876,4.022519480519483,0.25618360368894233,256.43978729263125,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,0.03,2.266049740284495,36.27247767787765,36.18038650238652,2.28051538680079,2282.795902187591,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,0.1,25.19386547631972,401.0002249001,402.00122387612413,25.353979501910338,25379.33348141225,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,0.3,226.72002604719717,3607.400202677878,3618.010791996893,228.15974338789576,228387.90313128365,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,0.1,256,1.0,2519.1105198652285,40080.20020015011,40200.11988037064,2535.107724196926,2537642.831921123,1001.0,0.0015803492474010033,0.0005033181094279627,0.0049620780515912885,,
1000,0.001,1.0,1.0,256,1e-08,1.1181129428434984,2500000002.0019984,2507492507.4925075,1.1235440567995765,1124.667600856376,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,3e-08,1.1181129428434984,277777779.7797768,278610278.6102786,1.1235440567995765,1124.667600856376,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,1e-07,1.1181129428434984,25000002.001999047,25074925.074925117,1.1235440567995765,1124.667600856376,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,3e-07,1.1181129428434984,2777779.77977714,2786102.7861031485,1.1235440567995765,1124.667600856376,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,1e-06,1.1181129428434984,250002.002003009,250749.25075327084,1.1235440567995765,1124.667600856376,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,3e-06,1.1181129428434984,27779.779812850775,27861.027897207965,1.1235440567995765,1124.667600856376,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,1e-05,1.1181129428434984,2502.0023998009983,2507.4929094937065,1.1235440567995765,1124.667600856376,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,3e-05,1.1181129428434984,279.7833839787765,278.61389662106785,1.1235440567995765,1124.667600856376,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,0.0001,1.1181129428434984,27.04207900099875,25.115125194805195,1.1235440567995765,1124.667600856376,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,0.0003,0.7111778519230884,5.140496778776529,3.1479038650238658,0.7190356818085832,719.7547174903918,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,0.001,0.3725100181339285,6.259999000998752,4.270761238761239,0.3757269205722459,376.1026474928181,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,0.003,2.3152112762126142,38.10177677877653,36.20796891996893,2.328953554785151,2331.282508339936,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,0.01,25.23804074015836,402.80449900099876,402.0037062937063,25.39762626972486,25423.023895994585,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,0.03,226.71814526402318,3609.202276778776,3618.0110678210676,228.15771078379896,228385.86849458277,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,0.1,2519.2447698125907,40082.002024001,40200.119905194806,2535.246905074791,2537782.1519798655,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,0.3,22672.044640599044,360722.0020017788,361801.07892386505,22816.01967531904,22838835.69499436,1001.0,0.0004997503120320105,,,,
1000,0.001,1.0,1.0,256,1.0,251911.16180205144,4008002.001999251,4020011.9880122393,253510.87653042295,253764387.40695336,1001.0,0.0004997503120320105,,,,
1000,0.001,10.0,0.1,256,1e-08,111.81129428434984,250000000002.00195,2507492507.4925075,1.1235440567995765,112466.76008563761,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,3e-08,111.81129428434984,27777777779.779778,278610278.6102786,1.1235440567995765,112466.76008563761,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,1e-07,111.81129428434984,2500000002.001999,25074925.074925076,1.1235440567995765,112466.76008563761,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,3e-07,111.81129428434984,277777779.7797768,2786102.786102786,1.1235440567995765,112466.76008563761,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,1e-06,111.81129428434984,25000002.001999043,250749.25074925122,1.1235440567995765,112466.76008563761,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,3e-06,111.81129428434984,2777779.779777139,27861.027861031478,1.1235440567995765,112466.76008563761,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,1e-05,111.81129428434984,250002.00200300894,2507.492507532708,1.1235440567995765,112466.76008563761,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,3e-05,111.81129428434984,27779.779812850775,278.6102789720797,1.1235440567995765,112466.76008563761,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,0.0001,111.81129428434984,2502.0023998009983,25.074929094937065,1.1235440567995765,112466.76008563761,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,0.0003,73.44362282665395,279.7833839787765,2.7861389662106784,0.7428996430731895,74364.25427162627,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,0.001,8.455065074889877,27.04207900099875,0.25115125194805193,0.08521698698948776,8530.220397647725,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,0.003,0.9500572245469732,5.140496778776529,0.031479038650238655,0.009527458470472752,953.6985928943225,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,0.01,0.35391258867836184,6.259999000998753,0.04270761238761241,0.003554630926140316,355.8185557066456,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,0.03,2.26217463485951,38.10177677877653,0.3620796891996893,0.022773766232916975,2279.653999914989,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,0.1,25.208710398233784,402.8044990009989,4.020037062937065,0.2536975618946796,25395.12594565743,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,0.3,226.71591058721074,3609.2022767787766,36.180110678210696,2.2815529710390043,228383.45240100432,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,0.1,256,1.0,2519.099545896658,40082.002024001005,402.0011990519482,25.350973207211684,2537632.4180418896,100100.0,0.004997503120320104,0.0005007739327747257,0.04987287836494368,0.001591631613402228,0.01569146857055897
1000,0.001,10.0,1.0,256,1e-08,111.81129428434984,250000000020.01993,2507492507.4925075,1.1235440567995765,112466.76008563761,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,3e-08,111.81129428434984,27777777797.797768,278610278.6102786,1.1235440567995765,112466.76008563761,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,1e-07,111.81129428434984,2500000020.01999,25074925.074925076,1.1235440567995765,112466.76008563761,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,3e-07,111.81129428434984,277777797.7977682,2786102.78610279,1.1235440567995765,112466.76008563761,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,1e-06,111.81129428434984,25000020.019994017,250749.250749291,1.1235440567995765,112466.76008563761,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,3e-06,111.81129428434984,2777797.797803859,27861.02786138966,1.1235440567995765,112466.76008563761,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,1e-05,111.81129428434984,250020.02039080992,2507.4925115125193,1.1235440567995765,112466.76008563761,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,3e-05,111.81129428434984,27797.80137498776,278.61031479038655,1.1235440567995765,112466.76008563761,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,0.0001,111.81129428434984,2520.060070009987,25.075327076123877,1.1235440567995765,112466.76008563761,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,0.0003,73.02018290377937,298.1584877877653,2.7897207968919973,0.7385891918552342,73932.77810470894,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,0.001,8.67237497788404,49.027990009987526,0.29094937062937065,0.08747488605431192,8756.236094036623,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,0.003,3.1768544201859585,58.8697677877653,0.3896621067821069,0.031849814290890684,3188.1664105181576,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,0.01,25.465757340014868,421.0699900099875,4.022519480519481,0.25618360368894233,25643.978729263126,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,0.03,226.60497402844948,3627.247767787765,36.180386502386504,2.2805153868007895,228279.59021875903,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,0.1,2519.3865476319716,40100.022490009986,402.001223876124,25.35397950191034,2537933.348141225,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,0.3,22672.002604719717,360740.02026778774,3618.010791996892,228.1597433878958,22838790.313128367,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.001,10.0,1.0,256,1.0,251911.0519865228,4008020.02001501,40200.11988037063,2535.107724196925,253764283.1921122,100100.0,0.0015803492474010033,0.0005033181094279627,0.004962078051591289,,
1000,0.01,1.0,0.1,256,1e-08,1.1181129428434984,250000000002.002,250749250749.25076,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,3e-08,1.1181129428434984,27777777779.77978,27861027861.027866,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,1e-07,1.1181129428434984,2500000002.0019994,2507492507.4925075,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,3e-07,1.1181129428434984,277777779.7797768,278610278.6102786,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,1e-06,1.1181129428434984,25000002.001999043,25074925.074925117,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,3e-06,1.1181129428434984,2777779.7797771394,2786102.7861031485,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,1e-05,1.1181129428434984,250002.00200300897,250749.25075327072,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,3e-05,1.1181129428434984,27779.779812850782,27861.027897207965,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,0.0001,1.1181129428434984,2502.002399800999,2507.4929094937065,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,0.0003,1.1181129428434984,279.78338397877656,278.61389662106785,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,0.001,1.1181129428434984,27.042079000998754,25.115125194805195,1.1235440567995765,1124.667600856376,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,0.003,0.7111777985223101,5.140496778776529,3.1479038650238658,0.7190356273019429,719.7546629292449,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,0.01,0.3725099174727601,6.259999000998753,4.27076123876124,0.37572681880278885,376.1025456215916,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,0.03,2.315210648695677,38.10177677877653,36.20796891996894,2.3289529221644427,2331.281875086607,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,0.1,25.238033164389677,402.8044990009989,402.00370629370656,25.397618644549336,25423.016263193884,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,0.3,226.71808292468552,3609.2022767787766,3618.011067821069,228.1576480282157,228385.8056762439,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,0.1,256,1.0,2519.2440707125525,40082.002024001005,40200.11990519482,2535.246201605938,2537781.447807544,1001.0,0.004997503120320104,,,,
1000,0.01,1.0,1.0,256,1e-08,1.1181129428434984,250000000020.02,250749250749.25076,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,3e-08,1.1181129428434984,27777777797.79777,27861027861.027866,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,1e-07,1.1181129428434984,2500000020.0199904,2507492507.4925075,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,3e-07,1.1181129428434984,277777797.7977682,278610278.61027896,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,1e-06,1.1181129428434984,25000020.019994017,25074925.074929096,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,3e-06,1.1181129428434984,2777797.7978038597,2786102.786138966,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,1e-05,1.1181129428434984,250020.02039080995,250749.2511512519,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,3e-05,1.1181129428434984,27797.80137498777,27861.031479038647,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,0.0001,1.1181129428434984,2520.0600700099876,2507.5327076123876,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,0.0003,1.1181129428434984,298.15848778776535,278.97207968919975,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,0.001,1.1181129428434984,49.027990009987526,29.094937062937063,1.1235440567995765,1124.667600856376,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,0.003,2.8529388947855137,58.8697677877653,38.96621067821068,2.8786000835603414,2881.4786836439016,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,0.01,29.635892621949324,421.0699900099875,402.25194805194803,29.825543716930817,29855.36926064775,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,0.03,231.22587802520317,3627.247767787765,3618.03865023865,232.68794696482323,232920.63491178805,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,0.1,2522.290991528196,40100.022490009986,40200.12238761239,2538.326591991591,2540864.9185835826,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,0.3,22673.01444393479,360740.02026778774,361801.0791996892,22816.901328394946,22839718.22972334,1001.0,0.0015803492474010033,,,,
1000,0.01,1.0,1.0,256,1.0,251922.99602496723,4008020.02001501,4020011.9880370633,253523.11649433902,253776639.61083335,1001.0,0.0015803492474010033,,,,
1000,0.01,10.0,0.1,256,1e-08,111.81129428434984,25000000000020.016,250749250749.25076,1.1235440567995765,112466.76008563761,100100.0,0.015803492474010035,0.005033181094279627,0.04962078051591289,,
1000,0.01,10.0,0.1,256,3e-08,111.81129428434984,2777777777797.7983,27861027861.027866,1.1235440567995765,112466.76008563761,100100.0,0.015803492474010035,0.005033181094279627,0.04962078051591289,,
1000,0.01,10.0,0.1,256,1e-07,111.81129428434984,250000000020.02002,2507492507.4925075,1.1235440567995765,112466.76008563761,100100.0,0.015803492474010035,0.005033181094279627,0.04962078051591289,,
1000,0.01,10.0,0.1,256,3e-07,111.81129428434984,27777777797.797768,278610278.6102786,1.1235440567995765,112466.76008563761,100100.0,0.015803492474010035,0.005033181094279627,0.04962078051591289,,
1000,0.01,10.0,0.1,256,1e-06,111.81129428434984,2500000020.01999,25074925.074925076,1.1235440567995765,112466.76008563761,100100.0,0.015803492474010035,0.005033181094279627,0.04962078051591289,,
1000,0.01,10.0,0.1,256,3e-06,111.81129428434984,277777797.7977681,2786102.78610279,1.1235440567995765,112466.76008563761,100100.0,0.015803492474010035,0.005033181094279627,0.04962078051591289,,
1000,0.01,10.0,0.1,256,1e-05,111.81129428434984,25000020.019994013,250749.2507492909,1.1235440567995765,112466.76008563761,100100.0,0.015803492474010035,0.005033181094279627,0.04962078051591289,,
1000,0.01,10.0,0.1,256,3e-05,111.81129428434984,2777797.79780386,27861.02786138966,1.1235440567995765,112466.76008563761,100100.0,0.015803492474010035,0.005033181094279627,0.04962078051591289,,
1000,0.01,10.0,0.1,256,0.0001,111.81129428434984,250020.02039080998,2507.4925115125193,1.1235440567995765,112466.76008563761,100100.0,0.015803492474010035,0.005033181094279627,0.04962078051591289,,
1000,0.01,10.0,0.1,256,0.0003,111.81129428434984,27797.801374987772,278.61031479038655,1.1235440567995765,112466.76008563761,100100.0,0.015803492474010035,0.005033181094279627,0.04962078051591289,,
