group,model,dataset,seed,h3,m_T3,S3_sq,S3_rms,T3_abs_mean,T3_abs_median,rho3_q50,rho3_q90,rho3_q95,finite_rate,zero_T3_frac,sign_negative_frac,S3_sq_stability_2x,S3_sq_stability_next,rho3_q90_stability_2x,rho3_q90_stability_next,log_slope_S3_next,log_slope_rho_next,low_h3_noise_suspected,large_h3_nonlocal_suspected,source_output_dir
B_task,roberta-large,rte,17,0.005,16,1070253890248.3948,1034530.7584834753,819715.4104709623,693842.1726226805,8.421746161431166e-08,2.0843850528474295e-07,2.390781046892334e-07,1.0,0.0,0.3125,0.9434933070096962,0.9434933070096962,0.7318304648322844,0.7318304648322844,4.145434430706303,1.898782742651948,True,True,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,17,0.01,16,60476507997.94433,245919.71860333675,171554.84482645986,125060.40930747983,1.517900882279264e-08,5.589612524279812e-08,6.703631107807065e-08,1.0,0.0,0.5625,nan,nan,nan,nan,nan,nan,False,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,18,1e-05,16,1.5544787679289124e+18,1246787378.7975688,854954123.497009,581145286.5600584,7.052661395324722e-05,0.00018988660848193184,0.0002640343158053182,1.0,0.0,0.6875,nan,0.7250894194316923,nan,0.34640585489466863,1.1754004657342227,0.3870962465832378,True,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,18,3e-05,16,4.2734266057244506e+17,653714509.990749,496705373.1282552,391293455.0532588,4.7488976172037934e-05,0.00012410877519129315,0.00014665017438114848,1.0,0.0,0.375,nan,0.9972779160503172,nan,0.9450004320540868,4.905723379157703,2.4090493895609386,True,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,18,0.0001,16,1163262597358993.5,34106635.67927792,28412789.10636901,23528933.525085445,2.855488839136579e-06,6.825928068817163e-06,7.0391066630144235e-06,1.0,0.0,0.4375,nan,0.9748142027888734,nan,0.8530980089924791,3.351022998791277,1.7458294087812347,True,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,18,0.0003,16,29297695880371.926,5412734.602802167,4234758.240205271,3553099.1024441198,4.312306418738108e-07,1.0027415706853542e-06,1.088457453793205e-06,1.0,0.0,0.5,nan,0.8666246054745115,nan,0.5955780527856055,1.6732833201126254,0.7519243948046638,True,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,18,0.001,16,3907591746732.386,1976762.9465194824,1567166.2986278534,1509755.8498382568,1.8322130598765258e-07,4.0553010299133857e-07,4.330516690710609e-07,1.0,0.0,0.625,0.6446769081921007,0.45556691685258094,0.4139596616408383,0.3229035698652621,1.499537760382551,0.961714265896883,False,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,18,0.0015,16,2127422222354.9216,1458568.5525044482,1187641.3115748651,1025897.4852385344,1.24495943894651e-07,2.745826621440381e-07,3.192544475611991e-07,1.0,0.0,0.5,0.42114636837975244,0.347352130488208,0.31053506990379165,0.13448024199072597,1.4832955765423603,0.5020301576736358,False,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,18,0.002,16,1388457580971.9814,1178328.299317292,997808.063402772,834440.8124685287,1.0128145702905227e-07,2.376565848122081e-07,2.5177042700336314e-07,1.0,0.0,0.5,0.338724613781519,0.11306899376955853,0.23323648096559815,0.20340936909169807,0.2959270244926943,0.5608728472721113,False,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,18,0.003,16,1231466079399.7642,1109714.4134414783,973864.0790736234,923552.4468951755,1.1208320064933932e-07,1.8931480542570013e-07,2.377448522112178e-07,1.0,0.0,0.375,nan,0.25442296912250567,nan,0.03744346307449046,1.020560022422051,0.13265503323580785,False,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,18,0.004,16,918152823105.2249,958202.9133253691,732828.2808884978,458136.43373548985,5.5599665922619505e-08,1.822261660558255e-07,2.2631849034110232e-07,1.0,0.0,0.3125,nan,0.3066679698672299,nan,0.12484157273449446,1.641303422912432,0.597598937977277,False,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
B_task,roberta-large,rte,18,0.005,16,636584760815.6797,797862.6202647168,622955.9183120725,418196.7973709106,5.075412722434981e-08,1.5947664005046637e-07,1.8769414301873177e-07,1.0,0.0,0.5625,0.865577932308686,0.865577932308686,0.676726728147877,0.676726728147877,2.8951580941561894,1.6291738641336648,True,True,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
