task,h,visibility_mse,active_frac,alignment,norm_ratio,Q_term,C_term,bound_proxy,fd_nmse,corr,G,L,d
mnli,0.0015,2.1955010123798373,0.018333418447542032,0.5273000271669306,1.7411971810744644,513.8940998495705,9103.332129067927,13943.031897275261,5.499377943523933,0.3750456798788916,15.299244840277101,0.000294987668128699,35561425.0
mnli,0.0018,1.702626019701741,0.022197601530348034,0.5806914864702283,1.600411339040703,398.5283818323776,9356.157788949446,13616.651693050719,3.2917301308237508,0.36744167925681714,15.299244840277101,0.000294987668128699,35561425.0
mnli,0.002,1.456371875133747,0.024754197953427304,0.6133212451389584,1.5257546889676419,340.8884394030996,9541.680997372467,13489.58967208144,2.261004452361515,0.4329563114865918,15.299244840277101,0.000294987668128699,35561425.0
mnli,0.0025,1.0219196685494187,0.03095157480954517,0.684917132061623,1.3856532585087071,239.19756138874365,10142.01702501517,13496.304145274893,1.6818224797474586,0.46872074929258545,15.299244840277101,0.000294987668128699,35561425.0
mnli,0.003,0.7489991651824672,0.036700482975838285,0.7427793299986356,1.291159024864144,175.31590721623053,11010.004552348484,13963.974044702527,1.2443350356174336,0.44534880618938116,15.299244840277101,0.000294987668128699,35561425.0
mnli,0.0035,0.5695861524138353,0.04188953067305335,0.7884241493316733,1.2256869859618924,133.3212608106271,12169.715809877678,14850.570666525591,0.8216227085942454,0.6273160737619036,15.299244840277101,0.000294987668128699,35561425.0
mnli,0.004,0.4468325571890304,0.04649807607670158,0.8240836269045234,1.1789728733470919,104.58870821072152,13606.965435545748,16097.458532093662,0.5941229590754579,0.7629058625298509,15.299244840277101,0.000294987668128699,35561425.0
mnli,0.005,0.29604301879613204,0.0541415210968077,0.8739487797780578,1.118549442760575,69.29386951003025,17226.093500219617,19480.484781903117,0.3536892025116122,0.8076255108888342,15.299244840277101,0.000294987668128699,35561425.0
mnli,0.007,0.1590280093094252,0.06476785187231984,0.9265149870537471,1.0586438123344213,37.223191988579885,27090.784535697552,29136.395612427044,0.1742518119522982,0.8677150362674391,15.299244840277101,0.000294987668128699,35561425.0
mnli,0.01,0.08434302267920267,0.07412017439420433,0.958958638626253,1.021765416684526,19.7419092379913,47976.75221727503,49942.92952262259,0.6165120062162678,0.5754770993551069,15.299244840277101,0.000294987668128699,35561425.0
trec,0.0001,41.33343017261238,0.001109245337184126,0.1274556336546366,6.479594197315582,248362.5465426891,24387.677902954998,428403.5030907245,190.72921576790455,0.37047893727992254,77.51617385740398,0.0005226951500573748,35580425.0
